model,replicate,realization,temperature,lag,block_size,block_count,particle_window_count,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error,surrogate_realizations,surrogate_base_seed,calibration_path_used_in_kernel,heldout_path_used_in_prediction,heldout_events_used_in_calibration,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25
radial_recoil_markov_surrogate,1.0,2.0,0.58,20.0,20.0,1.0,121249.0,0.16108760605669895,0.16660841604263024,0.03313644122586634,0.5448159332545426,0.5385549106326213,0.006261022621921297,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008743327180029,0.8977103424506039,0.0031639902673989972,0.6790272458201349,0.6706091522002315,0.00841809361990331,0.3410064497671887,0.3302563514537057,0.010750098313483003
radial_recoil_markov_surrogate,1.0,2.0,0.58,100.0,20.0,5.0,108141.0,0.6284965416907707,0.6244853324897498,0.006423224041193665,0.31472982082432566,0.2825033492140283,0.03222647161029735,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674016290858905,0.6748742076596806,0.0008579168007756266,0.2537911166199777,0.25770578929215066,0.003914672672172936,0.03359913893855035,0.03757140173250425,0.0039722627939539
radial_recoil_markov_surrogate,1.0,2.0,0.58,200.0,20.0,10.0,91756.0,1.2202506498268104,1.1970958003749623,0.01934251999263159,0.23168447297570194,0.17003137790337108,0.061653095072330855,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47250097279993125,0.4733264732392782,0.0008255004393469267,0.08037121883644234,0.07641999280253814,0.003951226033904201,0.001151300152626263,0.0035374896626027496,0.0023861895099764868
radial_recoil_markov_surrogate,1.0,2.0,0.58,400.0,20.0,20.0,58986.0,2.3812870282550227,2.302522122507715,0.03420809944771497,0.1876591174621678,0.08241548506967367,0.10524363239249412,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2400701061208135,0.2367746362454057,0.003295469875407797,0.011206939807834883,0.005007075510426834,0.006199864297408049,0.004732455690066021,-0.0015893870932790705,0.006321842783345091
radial_recoil_markov_surrogate,1.0,2.0,0.58,600.0,20.0,30.0,26216.0,3.5759919836363894,3.5092386999443375,0.01902215534472207,0.17696584726451348,0.04880248109629837,0.1281633661682151,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260257102331705,0.10971466137823888,0.01631104885493162,0.0018798564873163909,0.003664696471714173,0.0017848399843977823,-0.0007505611583690731,-0.002099056579231919,0.001348495420862846
radial_recoil_markov_surrogate,1.0,3.0,0.58,20.0,20.0,1.0,121249.0,0.16056937563266294,0.16660841604263024,0.036246910890876505,0.5796277260598022,0.5385549106326213,0.041072815427180887,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9013261240567099,0.8977103424506039,0.0036157816061059833,0.6813452114427861,0.6706091522002315,0.010736059242554608,0.346207377448176,0.3302563514537057,0.01595102599447029
radial_recoil_markov_surrogate,1.0,3.0,0.58,100.0,20.0,5.0,108141.0,0.6215118225659085,0.6244853324897498,0.004761536851452086,0.32970532594765234,0.2825033492140283,0.04720197673362403,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6770724922936101,0.6748742076596806,0.0021982846339294593,0.25589067472590366,0.25770578929215066,0.0018151145662470003,0.03268858797119979,0.03757140173250425,0.004882813761304457
radial_recoil_markov_surrogate,1.0,3.0,0.58,200.0,20.0,10.0,91756.0,1.2114843610343846,1.1970958003749623,0.012019556542521848,0.2451513639309142,0.17003137790337108,0.0751199860275431,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47656210700450546,0.4733264732392782,0.003235633765227286,0.07946978520722274,0.07641999280253814,0.003049792404684601,0.00040747828071223315,0.0035374896626027496,0.0031300113818905164
radial_recoil_markov_surrogate,1.0,3.0,0.58,400.0,20.0,20.0,58986.0,2.3863625592649376,2.302522122507715,0.03641243484162948,0.17971059214784812,0.08241548506967367,0.09729510707817446,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2461998476173532,0.2367746362454057,0.00942521137194749,0.01098192006062838,0.005007075510426834,0.005974844550201546,-0.0031156530933922916,-0.0015893870932790705,0.0015262660001132211
radial_recoil_markov_surrogate,1.0,3.0,0.58,600.0,20.0,30.0,26216.0,3.537316464916651,3.5092386999443375,0.008001098635085357,0.1511541269567389,0.04880248109629837,0.10235164586044054,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12870769404622023,0.10971466137823888,0.018993032667981358,0.000869432435033131,0.003664696471714173,0.0027952640366810423,-0.002315500975383451,-0.002099056579231919,0.00021644439615153182
radial_recoil_markov_surrogate,1.0,4.0,0.58,20.0,20.0,1.0,121249.0,0.16125106792638844,0.16660841604263024,0.032155327104670506,0.5580596080033648,0.5385549106326213,0.019504697370743562,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008186369076241,0.8977103424506039,0.003108294457020211,0.6792718040946831,0.6706091522002315,0.00866265189445159,0.34193102004216863,0.3302563514537057,0.011674668588462944
radial_recoil_markov_surrogate,1.0,4.0,0.58,100.0,20.0,5.0,108141.0,0.6249498973434338,0.6244853324897498,0.0007439163572213747,0.31370566869185446,0.2825033492140283,0.031202319477826146,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6752808207236568,0.6748742076596806,0.0004066130639761578,0.25539075039189163,0.25770578929215066,0.0023150389002590255,0.034790396133339466,0.03757140173250425,0.0027810055991647833
radial_recoil_markov_surrogate,1.0,4.0,0.58,200.0,20.0,10.0,91756.0,1.2115570291065394,1.1970958003749623,0.012080260182223856,0.22749586440205394,0.17003137790337108,0.057464486498682854,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4739659795267123,0.4733264732392782,0.000639506287434144,0.08104372546835997,0.07641999280253814,0.004623732665821834,0.0018617440026864947,0.0035374896626027496,0.0016757456599162549
radial_recoil_markov_surrogate,1.0,4.0,0.58,400.0,20.0,20.0,58986.0,2.3988369960443943,2.302522122507715,0.04183016206236556,0.16639587769120467,0.08241548506967367,0.08398039262153101,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23892328619749864,0.2367746362454057,0.0021486499520929347,0.010190651501278363,0.005007075510426834,0.005183575990851529,-0.0034947808697764733,-0.0015893870932790705,0.0019053937764974029
radial_recoil_markov_surrogate,1.0,4.0,0.58,600.0,20.0,30.0,26216.0,3.5658635241468404,3.5092386999443375,0.016135928343489647,0.14001383758057018,0.04880248109629837,0.09121135648427181,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13146424280285743,0.10971466137823888,0.021749581424618553,0.0021023187848141544,0.003664696471714173,0.0015623776869000188,-0.0023771857979061986,-0.002099056579231919,0.00027812921867427943
radial_recoil_markov_surrogate,1.0,5.0,0.58,20.0,20.0,1.0,121249.0,0.1604403099670748,0.16660841604263024,0.037021575632633086,0.5614853453382003,0.5385549106326213,0.022930434705578984,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9013485225761071,0.8977103424506039,0.00363818012550321,0.6809619606794628,0.6706091522002315,0.010352808479231257,0.3443729351659313,0.3302563514537057,0.014116583712225628
radial_recoil_markov_surrogate,1.0,5.0,0.58,100.0,20.0,5.0,108141.0,0.6233878839851639,0.6244853324897498,0.00175736474099486,0.31542425116535444,0.2825033492140283,0.03292090195132613,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762740237885797,0.6748742076596806,0.0013998161288990563,0.2569861510072127,0.25770578929215066,0.000719638284937929,0.031884747247168874,0.03757140173250425,0.005686654485335375
radial_recoil_markov_surrogate,1.0,5.0,0.58,200.0,20.0,10.0,91756.0,1.2110117504062796,1.1970958003749623,0.011624758876406016,0.23036018562749327,0.17003137790337108,0.06032880772412219,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4760125240941244,0.4733264732392782,0.0026860508548462447,0.08168793007807676,0.07641999280253814,0.00526793727553862,0.0026891639015238287,0.0035374896626027496,0.0008483257610789208
radial_recoil_markov_surrogate,1.0,5.0,0.58,400.0,20.0,20.0,58986.0,2.3845453252838484,2.302522122507715,0.0356231985674913,0.17688928817310212,0.08241548506967367,0.09447380310342846,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438435442727554,0.2367746362454057,0.007068908027349691,0.007902461058777191,0.005007075510426834,0.0028953855483503568,0.0035308544162548266,-0.0015893870932790705,0.005120241509533897
radial_recoil_markov_surrogate,1.0,5.0,0.58,600.0,20.0,30.0,26216.0,3.550525158918921,3.5092386999443375,0.011765075705804318,0.15198523704240063,0.04880248109629837,0.10318275594610227,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13254187226076283,0.10971466137823888,0.022827210882523957,-0.0008703280551377306,0.003664696471714173,0.004535024526851904,0.00499897836316165,-0.002099056579231919,0.007098034942393569
radial_recoil_markov_surrogate,1.0,6.0,0.58,20.0,20.0,1.0,121249.0,0.16080491999455504,0.16660841604263024,0.03483315060501058,0.5601997072658784,0.5385549106326213,0.021644796633257135,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9011079353687386,0.8977103424506039,0.0033975929181346842,0.679920535338767,0.6706091522002315,0.009311383138535412,0.34233374985653836,0.3302563514537057,0.012077398402832673
radial_recoil_markov_surrogate,1.0,6.0,0.58,100.0,20.0,5.0,108141.0,0.6218008225178318,0.6244853324897498,0.004298755843015867,0.3327436462614537,0.2825033492140283,0.050240297047425386,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6769933806456233,0.6748742076596806,0.0021191729859426633,0.25686708826156107,0.25770578929215066,0.0008387010305895837,0.03128715078324647,0.03757140173250425,0.006284250949257782
radial_recoil_markov_surrogate,1.0,6.0,0.58,200.0,20.0,10.0,91756.0,1.2050790596309922,1.1970958003749623,0.0066688557870884235,0.24699294804703098,0.17003137790337108,0.0769615701436599,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476686464875782,0.4733264732392782,0.0033599916365038007,0.08210712948482579,0.07641999280253814,0.005687136682287652,-0.00015849853723813505,0.0035374896626027496,0.0036959881998408846
radial_recoil_markov_surrogate,1.0,6.0,0.58,400.0,20.0,20.0,58986.0,2.3638252131097355,2.302522122507715,0.02662432208697063,0.17878885883633755,0.08241548506967367,0.09637337376666388,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441147158124593,0.2367746362454057,0.007340079567053598,0.014242383291651279,0.005007075510426834,0.009235307781224444,-0.0005917154017224296,-0.0015893870932790705,0.0009976716915566408
radial_recoil_markov_surrogate,1.0,6.0,0.58,600.0,20.0,30.0,26216.0,3.546977464233053,3.5092386999443375,0.01075411720761954,0.16754401173145972,0.04880248109629837,0.11874153063516135,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275274742650698,0.10971466137823888,0.017812812886830925,0.004101626695825253,0.003664696471714173,0.0004369302241110798,-0.0011581653540795676,-0.002099056579231919,0.0009408912251523515
radial_recoil_markov_surrogate,1.0,7.0,0.58,20.0,20.0,1.0,121249.0,0.160476399194372,0.16660841604263024,0.036804964562469844,0.5551470633475242,0.5385549106326213,0.016592152714902886,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901275342773427,0.8977103424506039,0.003565000322823142,0.6802997019904394,0.6706091522002315,0.009690549790207892,0.34277968810555237,0.3302563514537057,0.012523336651846684
radial_recoil_markov_surrogate,1.0,7.0,0.58,100.0,20.0,5.0,108141.0,0.6263131927450948,0.6244853324897498,0.0029269866884744644,0.35488786306911546,0.2825033492140283,0.07238451385508715,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6757692755167015,0.6748742076596806,0.0008950678570208703,0.25582355881115526,0.25770578929215066,0.001882230480995395,0.03484867261181481,0.03757140173250425,0.0027227291206894377
radial_recoil_markov_surrogate,1.0,7.0,0.58,200.0,20.0,10.0,91756.0,1.2290174375149958,1.1970958003749623,0.026665900197824444,0.26068263345030673,0.17003137790337108,0.09065125554693565,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47230005311062523,0.4733264732392782,0.0010264201286529495,0.08328885344879233,0.07641999280253814,0.0068688606462541935,0.003108307455019764,0.0035374896626027496,0.0004291822075829857
radial_recoil_markov_surrogate,1.0,7.0,0.58,400.0,20.0,20.0,58986.0,2.4428768582587095,2.302522122507715,0.06095695428026193,0.2182480926935182,0.08241548506967367,0.13583260762384453,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2419177832863135,0.2367746362454057,0.005143147040907792,0.008732899072567715,0.005007075510426834,0.0037258235621408804,-0.0002958127099362496,-0.0015893870932790705,0.0012935743833428208
radial_recoil_markov_surrogate,1.0,7.0,0.58,600.0,20.0,30.0,26216.0,3.620802013268055,3.5092386999443375,0.031791315115009766,0.18206944755793075,0.04880248109629837,0.13326696646163239,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12848327501887857,0.10971466137823888,0.018768613640639698,-0.002119997384327263,0.003664696471714173,0.005784693856041436,0.0029580411832108426,-0.002099056579231919,0.005057097762442762
radial_recoil_markov_surrogate,1.0,8.0,0.58,20.0,20.0,1.0,121249.0,0.16197044476202216,0.16660841604263024,0.02783755701405477,0.5760822156166285,0.5385549106326213,0.03752730498400725,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9005161895766213,0.8977103424506039,0.002805847126017391,0.6790079939637688,0.6706091522002315,0.008398841763537224,0.3427335500030663,0.3302563514537057,0.012477198549360635
radial_recoil_markov_surrogate,1.0,8.0,0.58,100.0,20.0,5.0,108141.0,0.6297388952336769,0.6244853324897498,0.008412627920309612,0.32307692112061925,0.2825033492140283,0.040573571906590944,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6735165935295777,0.6748742076596806,0.0013576141301029354,0.25099242182456294,0.25770578929215066,0.006713367467587716,0.03148777852323651,0.03757140173250425,0.006083623209267738
radial_recoil_markov_surrogate,1.0,8.0,0.58,200.0,20.0,10.0,91756.0,1.2345483283550154,1.1970958003749623,0.03128615768956999,0.24328598768213028,0.17003137790337108,0.0732546097787592,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468434841465345,0.4733264732392782,0.004891631773933203,0.0788061236659953,0.07641999280253814,0.002386130863457167,0.004437010360371839,0.0035374896626027496,0.0008995206977690895
radial_recoil_markov_surrogate,1.0,8.0,0.58,400.0,20.0,20.0,58986.0,2.4601739836913223,2.302522122507715,0.06846920585149752,0.21458003967518025,0.08241548506967367,0.13216455460550658,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23742107246820895,0.2367746362454057,0.0006464362228032483,0.01194296130268984,0.005007075510426834,0.006935885792263006,-0.00036135731754403146,-0.0015893870932790705,0.001228029775735039
radial_recoil_markov_surrogate,1.0,8.0,0.58,600.0,20.0,30.0,26216.0,3.6649546474062613,3.5092386999443375,0.044373142090446516,0.20647243543076943,0.04880248109629837,0.15766995433447106,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198797866019528,0.10971466137823888,0.01016512522371392,0.008535888451409351,0.003664696471714173,0.004871191979695178,-0.0055994866185985976,-0.002099056579231919,0.0035004300393666784
radial_recoil_markov_surrogate,1.0,9.0,0.58,20.0,20.0,1.0,121249.0,0.16064547743155633,0.16660841604263024,0.03579014045453843,0.5636123265557671,0.5385549106326213,0.02505741592314581,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9012296187419336,0.8977103424506039,0.0035192762913297537,0.680563830521672,0.6706091522002315,0.00995467832144048,0.3435063285257071,0.3302563514537057,0.013249977072001429
radial_recoil_markov_surrogate,1.0,9.0,0.58,100.0,20.0,5.0,108141.0,0.6295286202250513,0.6244853324897498,0.008075910630589878,0.38225660586892163,0.2825033492140283,0.09975325665489332,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749672868880071,0.6748742076596806,9.307922832646476e-05,0.254203830911473,0.25770578929215066,0.0035019583806776278,0.03309228513849782,0.03757140173250425,0.004479116594006426
radial_recoil_markov_surrogate,1.0,9.0,0.58,200.0,20.0,10.0,91756.0,1.215164079384239,1.1970958003749623,0.015093427780481061,0.30076945791460297,0.17003137790337108,0.13073808001123188,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761871294693493,0.4733264732392782,0.0028606562300711458,0.08101355733858015,0.07641999280253814,0.004593564536042011,0.002609644537893032,0.0035374896626027496,0.0009278451247097174
radial_recoil_markov_surrogate,1.0,9.0,0.58,400.0,20.0,20.0,58986.0,2.4019644070465858,2.302522122507715,0.043188416548444186,0.20991945308614213,0.08241548506967367,0.12750396801646846,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24370147360347813,0.2367746362454057,0.006926837358072424,0.014718788876787198,0.005007075510426834,0.009711713366360364,0.000456377924905081,-0.0015893870932790705,0.0020457650181841514
radial_recoil_markov_surrogate,1.0,9.0,0.58,600.0,20.0,30.0,26216.0,3.5576364855587177,3.5092386999443375,0.013791534219415702,0.19860407742481567,0.04880248109629837,0.1498015963285173,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13779674342288314,0.10971466137823888,0.02808208204464427,0.00661537306424911,0.003664696471714173,0.002950676592534937,0.00026129264817236977,-0.002099056579231919,0.002360349227404289
radial_recoil_markov_surrogate,1.0,10.0,0.58,20.0,20.0,1.0,121249.0,0.1607310653280842,0.16660841604263024,0.03527643353287868,0.5493088129359274,0.5385549106326213,0.010753902303306084,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901080436209174,0.8977103424506039,0.003370093758570114,0.6796595531415595,0.6706091522002315,0.009050400941327919,0.3417083994072996,0.3302563514537057,0.011452047953593891
radial_recoil_markov_surrogate,1.0,10.0,0.58,100.0,20.0,5.0,108141.0,0.6312817024624067,0.6244853324897498,0.010883153885393071,0.3488152203290711,0.2825033492140283,0.06631187111504278,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6740054547877229,0.6748742076596806,0.0008687528719577564,0.25436603496786825,0.25770578929215066,0.003339754324282407,0.03185965208420589,0.03757140173250425,0.0057117496482983615
radial_recoil_markov_surrogate,1.0,10.0,0.58,200.0,20.0,10.0,91756.0,1.228798667459443,1.1970958003749623,0.02648314953118258,0.2718400390007678,0.17003137790337108,0.10180866109739672,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473464161786987,0.4733264732392782,0.00013768854770884742,0.08400640579158375,0.07641999280253814,0.00758641298904561,0.0024561857906111226,0.0035374896626027496,0.001081303871991627
radial_recoil_markov_surrogate,1.0,10.0,0.58,400.0,20.0,20.0,58986.0,2.4147324820994527,2.302522122507715,0.048733672738626055,0.22350293801045562,0.08241548506967367,0.14108745294078195,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2483697127364389,0.2367746362454057,0.011595076491033196,0.015754723519868497,0.005007075510426834,0.010747648009441663,0.0007938046602114137,-0.0015893870932790705,0.002383191753490484
radial_recoil_markov_surrogate,1.0,10.0,0.58,600.0,20.0,30.0,26216.0,3.5844158990599038,3.5092386999443375,0.021422651903604928,0.17759463679203025,0.04880248109629837,0.12879215569573188,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13632645899149062,0.10971466137823888,0.026611797613251748,0.00588977962654194,0.003664696471714173,0.002225083154827767,-0.0015600902529738997,-0.002099056579231919,0.0005389663262580194
radial_recoil_markov_surrogate,1.0,11.0,0.58,20.0,20.0,1.0,121249.0,0.161951145922645,0.16660841604263024,0.027953390534566802,0.5720656013327321,0.5385549106326213,0.03351069070011081,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9005300508959209,0.8977103424506039,0.002819708445316982,0.6792022972056646,0.6706091522002315,0.008593145005433067,0.3439211435312521,0.3302563514537057,0.013664792077546395
radial_recoil_markov_surrogate,1.0,11.0,0.58,100.0,20.0,5.0,108141.0,0.6313923457258453,0.6244853324897498,0.011060329004939362,0.32969273418037903,0.2825033492140283,0.04718938496635072,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6733651043896087,0.6748742076596806,0.001509103270071921,0.2528048755133226,0.25770578929215066,0.004900913778828064,0.03172371638193075,0.03757140173250425,0.005847685350573499
radial_recoil_markov_surrogate,1.0,11.0,0.58,200.0,20.0,10.0,91756.0,1.2256409502721017,1.1970958003749623,0.0238453345907641,0.2562231725629891,0.17003137790337108,0.08619179465961802,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4725865505005411,0.4733264732392782,0.0007399227387370755,0.07963101728234437,0.07641999280253814,0.0032110244798062293,0.0027238179374094633,0.0035374896626027496,0.0008136717251932863
radial_recoil_markov_surrogate,1.0,11.0,0.58,400.0,20.0,20.0,58986.0,2.3996793191439645,2.302522122507715,0.04219598834100857,0.20229518368632804,0.08241548506967367,0.11987969861665437,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439108545456505,0.2367746362454057,0.007136218300244801,0.007586819136663785,0.005007075510426834,0.002579743626236951,-0.0013642556636224601,-0.0015893870932790705,0.00022513142965661036
radial_recoil_markov_surrogate,1.0,11.0,0.58,600.0,20.0,30.0,26216.0,3.566632423692341,3.5092386999443375,0.01635503556623652,0.17671944326265532,0.04880248109629837,0.12791696216635695,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13102709657456396,0.10971466137823888,0.021312435196325086,0.005699628467662231,0.003664696471714173,0.0020349319959480578,-0.0020695045829968485,-0.002099056579231919,2.9551996235070623e-05
radial_recoil_markov_surrogate,1.0,12.0,0.58,20.0,20.0,1.0,121249.0,0.1618328117782314,0.16660841604263024,0.028663643637167224,0.5557565920268328,0.5385549106326213,0.01720168139421152,16.0,781031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900516571884374,0.8977103424506039,0.002806229433770069,0.6786341697165944,0.6706091522002315,0.008025017516362865,0.341510364579047,0.3302563514537057,0.0112540131253413
