record,model,held_clone_index,history_length,history_time_tau,slow_mode_count,state_mode_count,captured_force_history_variance_fraction,trajectory_sha256,lag_frames,observed_msd,predicted_msd,observed_ngp,predicted_ngp,wave_number,observed_fs,predicted_fs,fs_scaled_absolute_error
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.10500069270311686,0.09029398434225122,-0.015007825336513125,1.0,0.9953484902025329,0.9826472689224521,0.012760577230087866
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.10500069270311686,0.09029398434225122,-0.015007825336513125,3.0,0.9589630391872777,0.8539242958801536,0.10953367232604137
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,32.0,0.027979053831948843,0.10500069270311686,0.09029398434225122,-0.015007825336513125,7.25,0.7843636225355252,0.39183150430131375,0.5004466129692711
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.317667108506289,0.1369306002645696,-0.012451504146012038,1.0,0.9939521946400143,0.9484064728434902,0.045822849471165585
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.317667108506289,0.1369306002645696,-0.012451504146012038,3.0,0.9470169955776053,0.6194089087568028,0.3459368610602258
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.317667108506289,0.1369306002645696,-0.012451504146012038,7.25,0.7310726749750059,0.05002546846350089,0.9315725095795556
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.8080358404865235,0.15391691704150134,-0.01301933672833977,1.0,0.9928353822872772,0.8738975903260721,0.11979608511453155
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.8080358404865235,0.15391691704150134,-0.01301933672833977,3.0,0.937554742216891,0.2946086816650055,0.6857690880338467
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.8080358404865235,0.15391691704150134,-0.01301933672833977,7.25,0.6907725807529485,0.0018176186790242494,0.9973687162321309
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,1.8270580147880853,0.17838953745308017,-0.006352109995062083,1.0,0.9910430128269488,0.7374701001861885,0.2558646893815879
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,1.8270580147880853,0.17838953745308017,-0.006352109995062083,3.0,0.9225371690957154,0.06305543014979455,0.9316499841284418
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,1.8270580147880853,0.17838953745308017,-0.006352109995062083,7.25,0.6315710012323086,0.007044985382734619,0.9888452994691198
