distance_low,distance_high,distance_midpoint,pair_count,count_window,window_count,retained_event_count,count_covariance,all_pair_covariance_null,covariance_excess_over_all_pairs,normalized_covariance_excess,temperature,block_index,spatial_block,threshold,half_window,uncertainty_scope,independent_replicate_count,spatial_model_claim_allowed,thermodynamic_claim_allowed
1.8,2.5,2.15,64228.0,100.0,10.0,495.0,0.0002389737531626192,-4.352244694188318e-06,0.0002433259978568075,0.017065983266131048,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
2.5,3.5,3.0,179718.0,100.0,10.0,495.0,7.742553039376306e-05,-4.352244694188318e-06,8.177777508795138e-05,0.00573558992251087,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
3.5,5.0,4.25,543902.0,100.0,10.0,495.0,1.7936405767864874e-05,-4.352244694188318e-06,2.2288650462053192e-05,0.0015632432997722196,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
5.0,7.5,6.25,1956677.0,100.0,10.0,495.0,-1.702561773845693e-05,-4.352244694188318e-06,-1.267337304426861e-05,-0.0008888633939814478,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
7.5,13.1,10.3,2589137.0,100.0,10.0,495.0,-2.032490368276955e-05,-4.352244694188318e-06,-1.5972658988581232e-05,-0.0011202630767599203,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.0,1.1,0.55,8180.0,100.0,10.0,560.0,0.0012167169115985302,-5.06004361581686e-06,0.001221776955214347,0.07370446123452305,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.1,1.4,1.25,10584.0,100.0,10.0,560.0,0.0007125602073368139,-5.06004361581686e-06,0.0007176202509526308,0.04329089179634069,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.4,1.8,1.6,15294.0,100.0,10.0,560.0,0.0003636273379641008,-5.06004361581686e-06,0.0003686873815799177,0.02224129756854638,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.8,2.5,2.15,64120.0,100.0,10.0,560.0,0.00013574455683214694,-5.06004361581686e-06,0.0001408046004479638,0.008494125847658312,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
2.5,3.5,3.0,179556.0,100.0,10.0,560.0,3.496455564928102e-05,-5.06004361581686e-06,4.002459926509788e-05,0.002414509057788035,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
3.5,5.0,4.25,544600.0,100.0,10.0,560.0,6.196681633315885e-07,-5.06004361581686e-06,5.679711779148449e-06,0.00034263217591632236,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
5.0,7.5,6.25,1956149.0,100.0,10.0,560.0,-1.1089323244528629e-05,-5.06004361581686e-06,-6.029279628711769e-06,-0.0003637200757224332,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
7.5,13.1,10.3,2589243.0,100.0,10.0,560.0,-1.6933082449362284e-05,-5.06004361581686e-06,-1.1873038833545425e-05,-0.0007162485154988947,0.45,9.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
