held_clone_index,bath_order,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,16.0,42.0,up,-0.00013345309298249303,0.048171183001902436,-0.011250786311925153,0.0
1.0,16.0,42.0,pu,0.0014230241177932937,-0.019465375830412183,-0.011250786311925153,0.0
1.0,16.0,42.0,pp,0.006667031141992778,-0.008536691844473929,1.0059060144007157,0.0
1.0,16.0,43.0,uu,0.24147477955526603,0.20239288407776268,1.0316721782465186,0.0
1.0,16.0,43.0,up,0.001123826843358426,0.04597150931843138,-0.006035518847378472,0.0
1.0,16.0,43.0,pu,0.00015571521076178688,-0.012448488457435458,-0.006035518847378472,0.0
1.0,16.0,43.0,pp,0.006960547941730324,-0.017572937103508466,0.990974347566279,0.0
1.0,16.0,44.0,uu,0.24131078776309506,0.20002282905407634,1.0293416470858003,0.0
1.0,16.0,44.0,up,0.0023723092010366404,0.04244723392408475,-0.006896071319389622,0.0
1.0,16.0,44.0,pu,-0.0010857168736168516,-0.009964331778088836,-0.006896071319389622,0.0
1.0,16.0,44.0,pp,0.006546743048030005,-0.021851563184147615,0.9639258897311739,0.0
1.0,16.0,45.0,uu,0.24092458789729257,0.19892967381970716,1.0262097928486962,0.0
1.0,16.0,45.0,up,0.0035296751331933755,0.03756989422441787,-0.01261734446021986,0.0
1.0,16.0,45.0,pu,-0.002244017419806398,-0.004841327400718938,-0.01261734446021986,0.0
1.0,16.0,45.0,pp,0.005983625769772657,-0.03185931125047812,0.9511841451903186,0.0
1.0,16.0,46.0,uu,0.2403352805369402,0.19855630448849437,1.0192144054038474,0.0
1.0,16.0,46.0,up,0.004569206387562948,0.03150167178612628,-0.024935345379658976,0.0
1.0,16.0,46.0,pu,-0.0033052469205342174,0.0038642316287370373,-0.024935345379658976,0.0
1.0,16.0,46.0,pp,0.005456783232465205,-0.03586134791862824,0.9337952410444627,0.0
1.0,16.0,47.0,uu,0.23955593673568007,0.19966701215533617,1.0074377216789379,0.0
1.0,16.0,47.0,up,0.005549726643154144,0.02490122816478272,-0.039166688162631816,0.0
1.0,16.0,47.0,pu,-0.004310919982553845,0.007649263997381389,-0.039166688162631816,0.0
1.0,16.0,47.0,pp,0.0051270251261447495,-0.03711077210179195,0.9496889332527226,0.0
1.0,16.0,48.0,uu,0.23859562122384642,0.20120567547165844,0.9916899106238966,0.0
1.0,16.0,48.0,up,0.006463752118388017,0.018696813946708944,-0.04241311161663483,0.0
1.0,16.0,48.0,pu,-0.0052848747198996895,0.012973827699932359,-0.04241311161663483,0.0
1.0,16.0,48.0,pp,0.004901912619548574,-0.031166847691563155,0.9791209952976982,0.0
1.0,16.0,49.0,uu,0.23746018899082466,0.20322097597541725,0.9776203761259478,0.0
1.0,16.0,49.0,up,0.007316620018591113,0.013178312535062579,-0.03351203957328298,0.0
1.0,16.0,49.0,pu,-0.006240053585313085,0.010139682896877783,-0.03351203957328298,0.0
1.0,16.0,49.0,pp,0.004628590715777934,-0.02798663765432112,1.0110140671429984,0.0
1.0,16.0,50.0,uu,0.23615885741632486,0.2047753427603416,0.9694322963268083,0.0
1.0,16.0,50.0,up,0.008104461843045445,0.00928539404811862,-0.010166274277887301,0.0
1.0,16.0,50.0,pu,-0.0071527592358663645,0.007752431763767172,-0.010166274277887301,0.0
1.0,16.0,50.0,pp,0.004292116991860078,-0.01852736242024526,1.0319209374434186,0.0
1.0,16.0,51.0,uu,0.2347064985111816,0.20567804524579306,0.9710116518490682,0.0
1.0,16.0,51.0,up,0.008782188562258163,0.0067826161059050235,0.019242755148960653,0.0
1.0,16.0,51.0,pu,-0.007982207510299738,0.0005668728545136805,0.019242755148960653,0.0
1.0,16.0,51.0,pp,0.0037461971071407027,-0.006883557913628791,1.0260317516475304,0.0
1.0,16.0,52.0,uu,0.23312417586104495,0.2047735810547104,0.9824835258765648,0.0
1.0,16.0,52.0,up,0.00933359380498528,0.007516050980367301,0.04378658361447632,0.0
1.0,16.0,52.0,pu,-0.0086867597957057,-0.011610910510062501,0.04378658361447632,0.0
1.0,16.0,52.0,pp,0.0029657120547455095,0.013208351300772391,1.010690722392847,0.0
1.0,16.0,53.0,uu,0.23144339219239995,0.20265543391524213,1.0018020925830506,0.0
1.0,16.0,53.0,up,0.00970318437405474,0.01126338885328755,0.06175351172581246,0.0
1.0,16.0,53.0,pu,-0.009197149234452352,-0.012073881832779045,0.06175351172581246,0.0
1.0,16.0,53.0,pp,0.0019289975265807445,0.027043329039848806,0.9998000683505048,0.0
