replicate,temperature,jump_count,sample_count,conditional_msd,conditional_fourth_moment,conditional_characteristic_k2,conditional_characteristic_k4,conditional_characteristic_k7p25
2.0,0.45,39.0,11783.0,1.154107451410382,3.0207055833349172,0.5029733978482123,0.14449869617625183,0.051592048168256015
2.0,0.45,40.0,11021.0,1.179716295694432,3.147571439963336,0.4953037380997349,0.13950977244477675,0.05140963556429083
2.0,0.45,41.0,10302.0,1.2025313146019587,3.253808981604108,0.48871536967780266,0.13482181011437377,0.048117321630493086
2.0,0.45,42.0,9619.0,1.2262268851056446,3.373958983251717,0.482133168551311,0.13030012077950576,0.04373332757072562
2.0,0.45,43.0,8973.0,1.2492090152035413,3.4924633187777574,0.475918456921113,0.1278534067366213,0.04083558342181199
2.0,0.45,44.0,8365.0,1.2688582057973983,3.6017602385039655,0.4709388419320432,0.12398604040662589,0.035621614669058325
2.0,0.45,45.0,7792.0,1.2875016075634413,3.688643062704353,0.46563624213530197,0.11911580343122011,0.03571589673549261
2.0,0.45,46.0,7254.0,1.3085263341484703,3.800172665131235,0.4598064808410433,0.11435881120220695,0.028914830807790677
2.0,0.45,47.0,6744.0,1.3260478320891034,3.891697271078518,0.45485078960615744,0.11069122004508944,0.027095524973908495
2.0,0.45,48.0,6274.0,1.3454350820133523,4.01112445510233,0.45021858877787113,0.1112243202211439,0.02447157196409408
2.0,0.45,49.0,5827.0,1.3635369486116722,4.127068971985567,0.4460119852901575,0.10760300894540283,0.019100636320493795
2.0,0.45,50.0,5401.0,1.3801257234509414,4.22534267996578,0.4416725798334388,0.10663500527066057,0.02013427835438323
2.0,0.45,51.0,4992.0,1.3983289786450017,4.324042267563848,0.43622106521014004,0.1060338579887358,0.01917556109570078
2.0,0.45,52.0,4610.0,1.4187526420595353,4.463697985141505,0.4315938153818823,0.10516233963100127,0.011860595696308384
2.0,0.45,53.0,4255.0,1.4386463294745706,4.618969835127522,0.42674965725844904,0.10436959790311949,0.010362196766980731
2.0,0.45,54.0,3925.0,1.45396238333315,4.763886897620035,0.42359511525391763,0.10439439890487542,0.01171927488618628
2.0,0.45,55.0,3619.0,1.4684857350001783,4.910224638121241,0.4212455854602884,0.10624009648936565,0.008789609075095958
2.0,0.45,56.0,3331.0,1.4784149632176375,4.992960712140328,0.41853222536520307,0.10412722428798452,0.00032500296168360505
2.0,0.45,57.0,3059.0,1.4891494540543282,5.076279627911217,0.4162285720696798,0.1024191597872374,-0.002842323181862199
