model,replicate,realization,temperature,calibration_time,block_size,radial_bin_count,required_realizations_per_replicate,surrogate_base_seed,surrogate_seed,scheduled_return_fraction_absolute_error,scheduled_return_given_return_absolute_error,scheduled_return_given_escape_absolute_error,radial_mean_relative_error,radial_standard_deviation_relative_error,lag_one_cosine_mean_absolute_error,lag_one_cosine_quantile_maximum_absolute_error,geometric_return_fraction_absolute_error,return_closure_quantile_maximum_error_over_dw,geometric_return_quality_required,unsupported_tuple_count,active_particle_count,non_propagating_particle_count,return_holding_time_mean_relative_error,return_holding_time_quantile_maximum_relative_error,escape_holding_time_mean_relative_error,escape_holding_time_quantile_maximum_relative_error,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
anchor_aware_semi_markov,1.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,1571079.0,0.010922742951072116,0.02210463100447102,0.010004655609261663,0.011922114988900945,0.09489680164275083,0.002948993155744306,0.004556087204055426,0.011925636347620408,0.04148885305910843,1.0,0.0,3258.0,19.0,0.004017653627754192,0.0714285714285714,0.051861915086144905,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,1571079.0,0.010922742951072116,0.02210463100447102,0.010004655609261663,0.011922114988900945,0.09489680164275083,0.006029846773505959,0.011744339045789913,0.0011231536500401693,2.791084785591619,0.0,0.0,3258.0,19.0,0.004017653627754192,0.0714285714285714,0.051861915086144905,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,1668488.0,0.012067738324709719,0.016302686950603426,0.011439118029295751,0.009147222475618166,0.08767220137829057,0.005307536653938794,0.008590706289037464,0.010068234247901708,0.03395347061910725,1.0,0.0,3258.0,19.0,0.03517155848944942,0.07894736842105265,0.055965717419011685,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,1668488.0,0.012067738324709719,0.016302686950603426,0.011439118029295751,0.009147222475618166,0.08767220137829057,5.970531843199839e-05,0.0032317226168072644,0.003244399169525035,2.777908329128898,0.0,0.0,3258.0,19.0,0.03517155848944942,0.07894736842105265,0.055965717419011685,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,1765897.0,0.01184122228894767,0.014922411125809332,0.011268365929922766,0.008580658984147393,0.09198986115407726,0.003781023148880418,0.0054990213106425965,0.011114967499416886,0.03507795539654679,1.0,0.0,3258.0,19.0,0.013445680318659226,0.0714285714285714,0.05902803553414682,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,1765897.0,0.01184122228894767,0.014922411125809332,0.011268365929922766,0.008580658984147393,0.09198986115407726,0.002591325007556371,0.008099115863784978,0.0015109368841836196,2.880233308709359,0.0,0.0,3258.0,19.0,0.013445680318659226,0.0714285714285714,0.05902803553414682,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,1863306.0,0.012633339857598652,0.014664240780484922,0.012089274848206141,0.011267045502970197,0.09323366134613742,0.0029572309507095128,0.007012811688500209,0.009469408051600875,0.037198034666785396,1.0,0.0,3258.0,19.0,0.0923463462085834,0.0714285714285714,0.055531345314763114,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,1863306.0,0.012633339857598652,0.014664240780484922,0.012089274848206141,0.011267045502970197,0.09323366134613742,0.0015995383517790555,0.004582606696138081,0.0008936899692811653,2.810010331695944,0.0,0.0,3258.0,19.0,0.0923463462085834,0.0714285714285714,0.055531345314763114,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,1960715.0,0.011110411661084653,0.01150558898508694,0.010688503314299741,0.00952889866113793,0.09475979073872931,0.003630452916834519,0.0071536877676906165,0.011045548668208144,0.03395347061910725,1.0,0.0,3258.0,19.0,0.0605925541036656,0.1428571428571428,0.05543393899442117,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,1960715.0,0.011110411661084653,0.01150558898508694,0.010688503314299741,0.00952889866113793,0.09475979073872931,0.00941788087487202,0.013277514555188559,0.00020740774644759097,2.804607578888851,0.0,0.0,3258.0,19.0,0.0605925541036656,0.1428571428571428,0.05543393899442117,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,2058124.0,0.011456538944176947,0.013952967657162377,0.01092252449365768,0.009817385921657484,0.08986657608148019,0.008345391767511059,0.014386733008751595,0.011291661561626823,0.01786780907863106,1.0,0.0,3258.0,19.0,0.0005541698675057827,0.1428571428571429,0.05383674818418516,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,2058124.0,0.011456538944176947,0.013952967657162377,0.01092252449365768,0.009817385921657484,0.08986657608148019,0.003437136365152508,0.006463732571081961,0.0010032609466411255,2.8005837810744705,0.0,0.0,3258.0,19.0,0.0005541698675057827,0.1428571428571429,0.05383674818418516,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,2155533.0,0.012143999707725,0.012707175300222251,0.011678195623683822,0.009916074139394215,0.09231669269288778,0.007310023645873691,0.00966899812357193,0.01119952994801951,0.020922924130156062,1.0,0.0,3258.0,19.0,0.02091375461363465,0.0714285714285714,0.05470253769064415,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,2155533.0,0.012143999707725,0.012707175300222251,0.011678195623683822,0.009916074139394215,0.09231669269288778,0.0020233718240940043,0.005737640743898931,0.0017489354190481018,2.848883902038407,0.0,0.0,3258.0,19.0,0.02091375461363465,0.0714285714285714,0.05470253769064415,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,2252942.0,0.011542525656085822,0.011375731621243168,0.011131115965103515,0.009279413420833271,0.09195171228164956,0.003238801669564041,0.007933436401494243,0.011048030200677142,0.04592321520488796,1.0,0.0,3258.0,19.0,0.007406099020133672,0.0714285714285714,0.058053316055340365,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,2252942.0,0.011542525656085822,0.011375731621243168,0.011131115965103515,0.009279413420833271,0.09195171228164956,0.0016999646538117144,0.005684318282870748,0.0017059521915981715,2.7541538517934714,0.0,0.0,3258.0,19.0,0.007406099020133672,0.0714285714285714,0.058053316055340365,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,2350351.0,0.012175938373696737,0.006822559998130487,0.011987479212744241,0.006582446564738054,0.09053729132194666,0.005313529903042849,0.008674290286805664,0.010581984755096252,0.029841725051230394,1.0,0.0,3258.0,19.0,0.013329286498480863,0.0714285714285714,0.05384354565761207,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,2350351.0,0.012175938373696737,0.006822559998130487,0.011987479212744241,0.006582446564738054,0.09053729132194666,0.0021627490881914236,0.00368784848780152,0.0017760213655531598,2.8428055969850323,0.0,0.0,3258.0,19.0,0.013329286498480863,0.0714285714285714,0.05384354565761207,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,2447760.0,0.012316716766891812,0.01285061717033685,0.011853062299517124,0.007461835081891022,0.0944905729327542,0.006990373276544617,0.011862373391536729,0.010101019886432513,0.030750168240550102,1.0,0.0,3258.0,19.0,0.05037492032887081,0.1428571428571428,0.05288083785597841,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,2447760.0,0.012316716766891812,0.01285061717033685,0.011853062299517124,0.007461835081891022,0.0944905729327542,0.002008474307021393,0.0015536211588892401,0.0019330810648592739,2.866412269253189,0.0,0.0,3258.0,19.0,0.05037492032887081,0.1428571428571428,0.05288083785597841,0.08275862068965523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,1.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,2545169.0,0.01172233197569797,0.017710401990041827,0.011028801988829905,0.011410822914751817,0.09252061917904209,0.00393119987996875,0.008521096103560777,0.010799724374719877,0.031110373603739583,1.0,0.0,3258.0,19.0,0.04097072985467132,0.0714285714285714,0.05670038407551259,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,1.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,2545169.0,0.01172233197569797,0.017710401990041827,0.011028801988829905,0.011410822914751817,0.09252061917904209,0.0015678947728065156,0.005447858301255016,0.00036428173120235663,2.7892071420035576,0.0,0.0,3258.0,19.0,0.04097072985467132,0.0714285714285714,0.05670038407551259,0.08965517241379306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,2084037.0,0.013055206055489418,0.01509199626575286,0.012515764708298738,0.006470315563033013,0.08892180540605277,0.005130146332519364,0.010519781672250317,0.008723501623441078,0.028340335529651317,1.0,0.0,3262.0,13.0,0.05263039195621855,0.0714285714285714,0.05610742436713201,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,2084037.0,0.013055206055489418,0.01509199626575286,0.012515764708298738,0.006470315563033013,0.08892180540605277,0.004564841529279117,0.007743966863342,0.0028111975776893006,2.812623824937291,0.0,0.0,3262.0,13.0,0.05263039195621855,0.0714285714285714,0.05610742436713201,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,2181446.0,0.012355322602017861,0.014514284327771368,0.011830265865078037,0.00827553928604896,0.09369948314426224,0.0023167359843147065,0.00676586721810879,0.00976130220281548,0.03814765649986884,1.0,0.0,3262.0,13.0,0.0772899295340721,0.1428571428571428,0.05570619942685928,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,2181446.0,0.012355322602017861,0.014514284327771368,0.011830265865078037,0.00827553928604896,0.09369948314426224,0.0029424484566402728,0.0056271891274581876,0.002810824604597459,2.8137396009478137,0.0,0.0,3262.0,13.0,0.0772899295340721,0.1428571428571428,0.05570619942685928,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,2278855.0,0.012620521584706945,0.013356176608197573,0.012150756840361057,0.005285957483741166,0.08719888499993023,0.005542119452641805,0.010901592330505583,0.010348012067181313,0.019412399865892382,1.0,0.0,3262.0,13.0,0.06070410470575638,0.0714285714285714,0.056509778927148036,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,2278855.0,0.012620521584706945,0.013356176608197573,0.012150756840361057,0.005285957483741166,0.08719888499993023,0.005442359302296074,0.011126892531685884,0.002697354859216218,2.861896628039924,0.0,0.0,3262.0,13.0,0.06070410470575638,0.0714285714285714,0.056509778927148036,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,2376264.0,0.012614844267485784,0.015534690316142463,0.012042803821591085,0.00557323863716952,0.089752688671765,0.007500333482379828,0.013573731825521015,0.010702835365511858,0.02387784152718564,1.0,0.0,3262.0,13.0,0.0780650959654341,0.1428571428571428,0.05691425378032666,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,2376264.0,0.012614844267485784,0.015534690316142463,0.012042803821591085,0.00557323863716952,0.089752688671765,0.0019224542926241108,0.0032905559418902122,0.0028425920347976003,2.8595285199840568,0.0,0.0,3262.0,13.0,0.0780650959654341,0.1428571428571428,0.05691425378032666,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,2473673.0,0.012904624911813135,0.011947055079858535,0.012515704975760898,0.006135639435942641,0.091271933785677,0.010432970748709653,0.019055373855194957,0.010216841688988225,0.023877841527185972,1.0,0.0,3262.0,13.0,0.07725844646108859,0.1428571428571429,0.04652421697737885,0.07284768211920534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,2473673.0,0.012904624911813135,0.011947055079858535,0.012515704975760898,0.006135639435942641,0.091271933785677,5.95053120752741e-06,0.00639883684112022,0.0025171173647468847,2.8286367617004022,0.0,0.0,3262.0,13.0,0.07725844646108859,0.1428571428571429,0.04652421697737885,0.07284768211920534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,2571082.0,0.013004439340163765,0.017854148302452563,0.012310592667377239,0.004756210221677715,0.08921364151515865,0.005626053064178678,0.01094368241353516,0.010472726611175952,0.022795805662087165,1.0,0.0,3262.0,13.0,0.057205687611551426,0.1428571428571428,0.05824155893672356,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,2571082.0,0.013004439340163765,0.017854148302452563,0.012310592667377239,0.004756210221677715,0.08921364151515865,0.002099875705287824,0.006398836841120168,0.0038112469059309664,2.813733381300189,0.0,0.0,3262.0,13.0,0.057205687611551426,0.1428571428571428,0.05824155893672356,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,2668491.0,0.013088235385285807,0.014986248672568078,0.012550583008582673,0.004081170576739623,0.08517412138315916,0.00667626636075445,0.010618908057397587,0.008330227493007249,0.02787125043699834,1.0,0.0,3262.0,13.0,0.04506310323179852,0.0714285714285714,0.05172695769910529,0.06622516556291391,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,2668491.0,0.013088235385285807,0.014986248672568078,0.012550583008582673,0.004081170576739623,0.08517412138315916,0.0008111000394545481,0.0015134156461617497,0.0036989473382577145,2.6836798823662344,0.0,0.0,3262.0,13.0,0.04506310323179852,0.0714285714285714,0.05172695769910529,0.06622516556291391,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,2765900.0,0.014439183496879983,0.0208756011413974,0.013636860786412762,0.00712627606458216,0.09096365800393014,0.009940254610583944,0.020547920146598786,0.007721481323064612,0.02642765749076914,1.0,0.0,3262.0,13.0,0.0686295051027146,0.0714285714285714,0.05699101485370173,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,2765900.0,0.014439183496879983,0.0208756011413974,0.013636860786412762,0.00712627606458216,0.09096365800393014,0.0029214543094902615,0.007004659560136184,0.002937907086038638,2.8027391417884817,0.0,0.0,3262.0,13.0,0.0686295051027146,0.0714285714285714,0.05699101485370173,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,2863309.0,0.014012956587577716,0.020814574121146692,0.013200190357888962,0.005807571196957628,0.09263929880907495,0.009813695036480798,0.017800296027065676,0.008318361958493455,0.025544844043853043,1.0,0.0,3262.0,13.0,0.07281208327409638,0.1428571428571428,0.05081744435308999,0.07284768211920534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,2863309.0,0.014012956587577716,0.020814574121146692,0.013200190357888962,0.005807571196957628,0.09263929880907495,0.0018790392087937712,0.005153057897650507,0.0042900126278369935,2.7459712917762498,0.0,0.0,3262.0,13.0,0.07281208327409638,0.1428571428571428,0.05081744435308999,0.07284768211920534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,2960718.0,0.013321355205382496,0.014727467163786562,0.012798625341290788,0.0021159083980208937,0.08763008260435845,0.005666070423562216,0.009319289091692773,0.009046762427313747,0.01451252751886467,1.0,0.0,3262.0,13.0,0.019650147126251127,0.1428571428571428,0.05732353138403157,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,2960718.0,0.013321355205382496,0.014727467163786562,0.012798625341290788,0.0021159083980208937,0.08763008260435845,4.3871676637253837e-05,0.002351240009305533,0.004138083139078458,2.785856942080557,0.0,0.0,3262.0,13.0,0.019650147126251127,0.1428571428571428,0.05732353138403157,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,3058127.0,0.012414998759854828,0.01303572632929649,0.011969071236054278,0.006133705638213582,0.0910562243884463,0.005438940048464291,0.00998162980581474,0.009914651332226208,0.026133386341797182,1.0,0.0,3262.0,13.0,0.06382034449310447,0.1428571428571428,0.05793788277251555,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,3058127.0,0.012414998759854828,0.01303572632929649,0.011969071236054278,0.006133705638213582,0.0910562243884463,0.0012444541500934705,0.0022044264386300236,0.003003775707097811,2.762222584374193,0.0,0.0,3262.0,13.0,0.06382034449310447,0.1428571428571428,0.05793788277251555,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,3155536.0,0.013834757309887522,0.015319212152941922,0.013293825241772271,0.004629207221008569,0.08903400173949338,0.009322780450315492,0.017800296027065565,0.008783837484439484,0.038422913198883024,1.0,0.0,3262.0,13.0,0.10803912130311755,0.1428571428571428,0.05658605464596256,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,3155536.0,0.013834757309887522,0.015319212152941922,0.013293825241772271,0.004629207221008569,0.08903400173949338,0.0023933338935623245,0.005956642909044962,0.0034424299719534937,2.8216724164883074,0.0,0.0,3262.0,13.0,0.10803912130311755,0.1428571428571428,0.05658605464596256,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,3252945.0,0.013239615380206106,0.016895609093766153,0.012615275217975452,0.0019704874514420156,0.08813337868505633,0.005813999995126146,0.009911431093543532,0.009647660335449289,0.03966363002544426,1.0,0.0,3262.0,13.0,0.0689684635490333,0.09965635738831669,0.04799029740448846,0.07284768211920534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,3252945.0,0.013239615380206106,0.016895609093766153,0.012615275217975452,0.0019704874514420156,0.08813337868505633,0.0031610846414143485,0.008245544348681614,0.004802414996697001,2.726296130554332,0.0,0.0,3262.0,13.0,0.0689684635490333,0.09965635738831669,0.04799029740448846,0.07284768211920534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
