model,replicate,realization,temperature,calibration_time,block_size,radial_bin_count,required_realizations_per_replicate,surrogate_base_seed,surrogate_seed,scheduled_return_fraction_absolute_error,scheduled_return_given_return_absolute_error,scheduled_return_given_escape_absolute_error,radial_mean_relative_error,radial_standard_deviation_relative_error,lag_one_cosine_mean_absolute_error,lag_one_cosine_quantile_maximum_absolute_error,geometric_return_fraction_absolute_error,return_closure_quantile_maximum_error_over_dw,geometric_return_quality_required,unsupported_tuple_count,active_particle_count,non_propagating_particle_count,return_holding_time_mean_relative_error,return_holding_time_quantile_maximum_relative_error,escape_holding_time_mean_relative_error,escape_holding_time_quantile_maximum_relative_error,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
anchor_aware_semi_markov,4.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,5155542.0,0.012087941456954333,0.013354278229673208,0.011624451562019009,0.011186180760013209,0.10538810030029033,0.0018445038858710518,0.0031341325753835303,0.010312252042017696,0.011088886514041274,1.0,0.0,3264.0,13.0,0.011953282916361552,0.1428571428571428,0.05201648287080085,0.07432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,5155542.0,0.012087941456954333,0.013354278229673208,0.011624451562019009,0.011186180760013209,0.10538810030029033,0.0034449757136701016,0.005592294385505681,0.001405185709094245,2.8013042297561057,0.0,0.0,3264.0,13.0,0.011953282916361552,0.1428571428571428,0.05201648287080085,0.07432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,5252951.0,0.012921062031001282,0.021417073515097446,0.01206428197603665,0.0076476377579001165,0.10012632415198297,0.006837285105432072,0.007664800231601765,0.00925069518153853,0.016592422611502067,1.0,0.0,3264.0,13.0,0.026224549491999705,0.1428571428571428,0.05097506491495429,0.0714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,5252951.0,0.012921062031001282,0.021417073515097446,0.01206428197603665,0.0076476377579001165,0.10012632415198297,5.460854553410773e-05,0.005122672854406041,0.003259550857779389,2.7431495415027065,0.0,0.0,3264.0,13.0,0.026224549491999705,0.1428571428571428,0.05097506491495429,0.0714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,5350360.0,0.01222747794856207,0.019724975902900066,0.011445304893626773,0.010243460188130826,0.09829090168117971,0.004284061208704539,0.008236511203634223,0.010733567907168236,0.025990643431635818,1.0,0.0,3264.0,13.0,0.041366809951063344,0.1428571428571428,0.06325303439103414,0.09523809523809523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,5350360.0,0.01222747794856207,0.019724975902900066,0.011445304893626773,0.010243460188130826,0.09829090168117971,0.0012759346113551794,0.006888756937785567,0.0019414602964285543,2.742760690968686,0.0,0.0,3264.0,13.0,0.041366809951063344,0.1428571428571428,0.06325303439103414,0.09523809523809523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,5447769.0,0.011162240023225425,0.020025808902320183,0.010346547176371255,0.009797522158423666,0.10029117511887276,0.005780818768350235,0.010309853583969741,0.01120495475776246,0.02186765644429134,1.0,0.0,3264.0,13.0,0.05417606652780704,0.1428571428571428,0.06069257805581696,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,5447769.0,0.011162240023225425,0.020025808902320183,0.010346547176371255,0.009797522158423666,0.10029117511887276,0.0002522874453188299,0.004040226275788261,0.0035600565589729988,2.78655547887729,0.0,0.0,3264.0,13.0,0.05417606652780704,0.1428571428571428,0.06069257805581696,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,5545178.0,0.013377131550074882,0.012606290292208666,0.01295977206987449,0.0062566318813573885,0.09668101691154851,0.006559389715686324,0.00999046059132036,0.008813035213207539,0.01275364831906367,1.0,0.0,3264.0,13.0,0.018572698177840907,0.1428571428571428,0.05052048625108685,0.0714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,5545178.0,0.013377131550074882,0.012606290292208666,0.01295977206987449,0.0062566318813573885,0.09668101691154851,0.0020330661679545513,0.007690918746823261,0.0031583305740310944,2.781082223608753,0.0,0.0,3264.0,13.0,0.018572698177840907,0.1428571428571428,0.05052048625108685,0.0714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,5084046.0,0.012165102317124983,0.020095166359181516,0.011210052304051525,0.010974790568659132,0.08988388500452427,0.009100106230141179,0.011806819014640367,0.010150188685471892,0.021759625319651366,1.0,0.0,3265.0,12.0,0.039460423320930915,0.07499999999999996,0.0467290128499821,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,5084046.0,0.012165102317124983,0.020095166359181516,0.011210052304051525,0.010974790568659132,0.08988388500452427,0.0025634918350736554,0.0073713758183912015,0.001230227832680765,2.8434401299529823,0.0,0.0,3265.0,12.0,0.039460423320930915,0.07499999999999996,0.0467290128499821,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,5181455.0,0.011503917362911793,0.014599155108168893,0.010814583906023287,0.00857538509426281,0.08628207303829338,0.0019352196756105004,0.002950231269204684,0.012113849063952783,0.026474795895927272,1.0,0.0,3265.0,12.0,0.007942282960355596,0.0714285714285714,0.053719884022772724,0.07913669064748197,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,5181455.0,0.011503917362911793,0.014599155108168893,0.010814583906023287,0.00857538509426281,0.08628207303829338,0.0019496250905749932,0.0058061599386462735,0.002501856497854206,2.7603675018688043,0.0,0.0,3265.0,12.0,0.007942282960355596,0.0714285714285714,0.053719884022772724,0.07913669064748197,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,5278864.0,0.01258847875157041,0.019053122443924986,0.011694430628169265,0.008178692118731345,0.08924760617330618,0.00742115878152255,0.010646845049819947,0.011484208836465573,0.024503788107907654,1.0,0.0,3265.0,12.0,0.029934056013130816,0.0714285714285714,0.04965620147016703,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,5278864.0,0.01258847875157041,0.019053122443924986,0.011694430628169265,0.008178692118731345,0.08924760617330618,0.0010158469437551061,0.0019769545564045643,0.002753827786505632,2.813446174212543,0.0,0.0,3265.0,12.0,0.029934056013130816,0.0714285714285714,0.04965620147016703,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,5376273.0,0.011877845907643153,0.01994712103407756,0.010925024935367345,0.009752341618089022,0.09359012499784991,0.0033220172611899226,0.003120453233024789,0.010722816503686367,0.02858039113073363,1.0,0.0,3265.0,12.0,0.03437336783779288,0.1428571428571428,0.05065546303210933,0.07194244604316546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,5376273.0,0.011877845907643153,0.01994712103407756,0.010925024935367345,0.009752341618089022,0.09359012499784991,0.00040196446719891637,0.0033855046903382095,0.0011675937598822766,2.6968434242235686,0.0,0.0,3265.0,12.0,0.03437336783779288,0.1428571428571428,0.05065546303210933,0.07194244604316546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,5473682.0,0.013209968908906432,0.024239143549605505,0.012074421095893378,0.005620466816168568,0.08362423333143354,0.006583881999038305,0.008481562957511568,0.009263940763264311,0.03168277909609285,1.0,0.0,3265.0,12.0,0.021222914636535473,0.0714285714285714,0.05018763249945457,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,5473682.0,0.013209968908906432,0.024239143549605505,0.012074421095893378,0.005620466816168568,0.08362423333143354,0.005131439850642003,0.007498140188912261,0.001629803913800354,2.790033182845187,0.0,0.0,3265.0,12.0,0.021222914636535473,0.0714285714285714,0.05018763249945457,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,5571091.0,0.012768944506757487,0.0185461346035711,0.011895419703486475,0.007491125842287061,0.0871816012745068,0.007748507625458895,0.013326265271259392,0.00988058981984162,0.02666837015707868,1.0,0.0,3265.0,12.0,0.04688714555992979,0.1428571428571428,0.042447964830845675,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,5571091.0,0.012768944506757487,0.0185461346035711,0.011895419703486475,0.007491125842287061,0.0871816012745068,0.0028057426854088425,0.006458716185137988,0.0022512591661817682,2.829087422120041,0.0,0.0,3265.0,12.0,0.04688714555992979,0.1428571428571428,0.042447964830845675,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,5668500.0,0.013414490537736162,0.017696747908878763,0.01258552734609033,0.008154173134473974,0.08809521195477787,0.001386777753044984,0.0031111561788650377,0.009554583199727448,0.023457871720493073,1.0,0.0,3265.0,12.0,0.031055966420073355,0.0714285714285714,0.051244005518675806,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,5668500.0,0.013414490537736162,0.017696747908878763,0.01258552734609033,0.008154173134473974,0.08809521195477787,0.00025611245797458465,0.002585083248067435,0.002533733969242051,2.8445256892841755,0.0,0.0,3265.0,12.0,0.031055966420073355,0.0714285714285714,0.051244005518675806,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,5765909.0,0.01236034454236662,0.017084333978334046,0.011551077653036722,0.008583565872262722,0.085333294276847,0.00326925026425666,0.004119836299485757,0.010678086710649709,0.027161791994505968,1.0,0.0,3265.0,12.0,0.007310257256063046,0.0714285714285714,0.0490245074009924,0.07913669064748197,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,5765909.0,0.01236034454236662,0.017084333978334046,0.011551077653036722,0.008583565872262722,0.085333294276847,0.006720009107849522,0.010534875091293508,0.001171337963586365,2.7592913159310024,0.0,0.0,3265.0,12.0,0.007310257256063046,0.0714285714285714,0.0490245074009924,0.07913669064748197,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,5863318.0,0.011412720575916017,0.014879362705449664,0.010701013602020151,0.011345057859194707,0.08888845962806025,0.006980704434522917,0.011076120046622251,0.011144628075865262,0.01921332627469452,1.0,0.0,3265.0,12.0,0.045027325627713166,0.1351351351351351,0.04749946896144952,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,5863318.0,0.011412720575916017,0.014879362705449664,0.010701013602020151,0.011345057859194707,0.08888845962806025,0.00543662276710106,0.01147136232128787,0.0005473869249437366,2.8319596834845138,0.0,0.0,3265.0,12.0,0.045027325627713166,0.1351351351351351,0.04749946896144952,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,5960727.0,0.01164549942116698,0.016781285918848282,0.010839114094761654,0.01161861705412337,0.09300304102030676,0.004413500417493202,0.004778211955481115,0.011380606202467364,0.03664911194565701,1.0,0.0,3265.0,12.0,0.05730347197546326,0.1428571428571428,0.04652978644676253,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,5960727.0,0.01164549942116698,0.016781285918848282,0.010839114094761654,0.01161861705412337,0.09300304102030676,0.0037120662108259955,0.007068561917611849,0.0024708358042027923,2.7813140270882672,0.0,0.0,3265.0,12.0,0.05730347197546326,0.1428571428571428,0.04652978644676253,0.06474820143884896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,6058136.0,0.012144755880567869,0.015136531279449916,0.01142365049914678,0.011548306772757977,0.09011824155943493,0.004995867346813891,0.00683443748776813,0.01121824273165728,0.02450353732078514,1.0,0.0,3265.0,12.0,0.01402814766345295,0.0714285714285714,0.046256609853024155,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,6058136.0,0.012144755880567869,0.015136531279449916,0.01142365049914678,0.011548306772757977,0.09011824155943493,0.0017925364298732108,0.0064374056229322685,0.00031683996189911523,2.746778741991152,0.0,0.0,3265.0,12.0,0.01402814766345295,0.0714285714285714,0.046256609853024155,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,6155545.0,0.01270555490356582,0.01545600613923595,0.011987501172983,0.009004130140390143,0.09068532061644374,0.0038281869809892607,0.0071819443528508,0.01042729374151019,0.027655213831932923,1.0,0.0,3265.0,12.0,0.013116660567241478,0.0714285714285714,0.049300756379823674,0.07194244604316546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,6155545.0,0.01270555490356582,0.01545600613923595,0.011987501172983,0.009004130140390143,0.09068532061644374,0.0033695220904902475,0.007164091539995754,0.0011391305810278182,2.8306496032914015,0.0,0.0,3265.0,12.0,0.013116660567241478,0.0714285714285714,0.049300756379823674,0.07194244604316546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,6252954.0,0.01212852742448714,0.018036397189433534,0.011278876840910529,0.0100507497259823,0.08965265282889112,0.0016948531690208855,0.0020114322248369412,0.010503353675213059,0.02928106641185635,1.0,0.0,3265.0,12.0,0.002064111479737507,0.0714285714285714,0.04602739897487518,0.07278481012658233,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,6252954.0,0.01212852742448714,0.018036397189433534,0.011278876840910529,0.0100507497259823,0.08965265282889112,0.006210249771262794,0.00826348488379336,0.000506405845103329,2.751953983081911,0.0,0.0,3265.0,12.0,0.002064111479737507,0.0714285714285714,0.04602739897487518,0.07278481012658233,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,6350363.0,0.012109186168392884,0.01577966327823932,0.011363358554126332,0.008809658068834603,0.09324967015152108,0.004906304530402127,0.005808270582683628,0.009195757492149195,0.030318536508942007,1.0,0.0,3265.0,12.0,0.029921452819675842,0.1428571428571428,0.0518999752129744,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,6350363.0,0.012109186168392884,0.01577966327823932,0.011363358554126332,0.008809658068834603,0.09324967015152108,0.001906599749934628,0.006910405460201155,0.0014123026032725888,2.888906061588371,0.0,0.0,3265.0,12.0,0.029921452819675842,0.1428571428571428,0.0518999752129744,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,6447772.0,0.012165227511074288,0.02087964657458599,0.01116963555783182,0.006917939018015851,0.09105189507676226,0.0037538079652072553,0.0063192008464354466,0.010115011767035817,0.026915081075792435,1.0,0.0,3265.0,12.0,0.0006147448126119226,0.0714285714285714,0.05125518374230942,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,6447772.0,0.012165227511074288,0.02087964657458599,0.01116963555783182,0.006917939018015851,0.09105189507676226,0.0026503246076394083,0.003725249681170495,0.0005942044957645484,2.7433118358014155,0.0,0.0,3265.0,12.0,0.0006147448126119226,0.0714285714285714,0.05125518374230942,0.07594936708860756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,5.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,6545181.0,0.012055415628945215,0.021887944932850276,0.011010144825379695,0.01037082510432974,0.09327912349699963,0.0009959284959831383,0.004600740411156989,0.010467680087849124,0.026408135121796517,1.0,0.0,3265.0,12.0,0.021698461036734895,0.07499999999999996,0.047776539179875344,0.07194244604316546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,5.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,6545181.0,0.012055415628945215,0.021887944932850276,0.011010144825379695,0.01037082510432974,0.09327912349699963,0.0017480184341969788,0.0033571922043099667,0.0015191878021058314,2.7107827763143275,0.0,0.0,3265.0,12.0,0.021698461036734895,0.07499999999999996,0.047776539179875344,0.07194244604316546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
