q_over_A,t_over_t_peak,alpha_over_alpha_peak,predicted_t_peak,predicted_alpha_peak
0.3,0.2725751072961374,0.4181421347561839,23.015724474120155,0.075
0.3,0.2782832618025751,0.43100429956813774,23.015724474120155,0.075
0.3,0.2839914163090129,0.44374894493172634,23.015724474120155,0.075
0.3,0.28969957081545067,0.4563672993648993,23.015724474120155,0.075
0.3,0.2954077253218884,0.46885136236503183,23.015724474120155,0.075
0.3,0.3011158798283262,0.48119387064732067,23.015724474120155,0.075
0.3,0.30682403433476396,0.49338826399700036,23.015724474120155,0.075
0.3,0.31253218884120176,0.5054286510159667,23.015724474120155,0.075
0.3,0.3182403433476395,0.5173097750074204,23.015724474120155,0.075
0.3,0.32394849785407726,0.5290269802077615,23.015724474120155,0.075
0.3,0.32965665236051506,0.5405761785439249,23.015724474120155,0.075
0.3,0.3353648068669528,0.5519538170658904,23.015724474120155,0.075
0.3,0.3410729613733906,0.5631568461785808,23.015724474120155,0.075
0.3,0.34678111587982835,0.5741826887744317,23.015724474120155,0.075
0.3,0.3524892703862661,0.5850292103472476,23.015724474120155,0.075
0.3,0.3581974248927039,0.5956946901497566,23.015724474120155,0.075
0.3,0.36390557939914164,0.6061777934411932,23.015724474120155,0.075
0.3,0.36961373390557944,0.6164775448568912,23.015724474120155,0.075
0.3,0.3753218884120172,0.6265933029196654,23.015724474120155,0.075
0.3,0.38103004291845494,0.6365247357017919,23.015724474120155,0.075
0.3,0.38673819742489274,0.6462717976373582,23.015724474120155,0.075
0.3,0.3924463519313305,0.6558347074766562,23.015724474120155,0.075
0.3,0.3981545064377683,0.6652139273676768,23.015724474120155,0.075
0.3,0.40386266094420603,0.6744101430441981,23.015724474120155,0.075
0.3,0.4095708154506438,0.6834242450952537,23.015724474120155,0.075
0.3,0.4152789699570816,0.6922573112871019,23.015724474120155,0.075
0.3,0.4209871244635193,0.7009105899056944,23.015724474120155,0.075
0.3,0.4266952789699571,0.7093854840854963,23.015724474120155,0.075
0.3,0.43240343347639487,0.7176835370886685,23.015724474120155,0.075
0.3,0.4381115879828326,0.7258064184974197,23.015724474120155,0.075
0.3,0.4438197424892704,0.7337559112817024,23.015724474120155,0.075
0.3,0.44952789699570816,0.7415338997038509,23.015724474120155,0.075
0.3,0.45523605150214597,0.7491423580219436,23.015724474120155,0.075
0.3,0.4609442060085837,0.7565833399537247,23.015724474120155,0.075
0.3,0.46665236051502146,0.7638589688634756,23.015724474120155,0.075
0.3,0.47236051502145926,0.7709714286349575,23.015724474120155,0.075
0.3,0.478068669527897,0.7779229551941718,23.015724474120155,0.075
0.3,0.4837768240343348,0.7847158286469025,23.015724474120155,0.075
0.3,0.48948497854077255,0.7913523659968499,23.015724474120155,0.075
0.3,0.49519313304721035,0.7978349144114165,23.015724474120155,0.075
0.3,0.500901287553648,0.8041658450033751,23.015724474120155,0.075
0.3,0.5066094420600858,0.8103475470978605,23.015724474120155,0.075
0.3,0.5123175965665236,0.8163824229554292,23.015724474120155,0.075
0.3,0.5180257510729614,0.8222728829231645,23.015724474120155,0.075
0.3,0.5237339055793991,0.8280213409870967,23.015724474120155,0.075
0.3,0.5294420600858369,0.8336302107004883,23.015724474120155,0.075
0.3,0.5351502145922747,0.8391019014637043,23.015724474120155,0.075
0.3,0.5408583690987124,0.8444388151327361,23.015724474120155,0.075
0.3,0.5465665236051502,0.8496433429345511,23.015724474120155,0.075
