replicate,temperature,block_size,count_value,heldout_probability,single_clock_probability,two_clock_probability,hmm_probability,poisson_probability
1.0,0.45,50.0,8.0,2.74641440341776e-05,0.00016540204810805827,0.00016908237578548815,4.26691144863393e-06,3.044012011143888e-10
1.0,0.45,50.0,9.0,3.0515715593530666e-06,7.390910937826429e-05,7.66887146042554e-05,5.346141849827459e-07,8.490887197666371e-12
2.0,0.45,20.0,0.0,0.928273420811718,0.9195754082740345,0.9195639247472084,0.9190689112735962,0.9040138580977508
2.0,0.45,20.0,1.0,0.05446566981995728,0.0647540023409666,0.06477971342728508,0.06430551173582975,0.09122457084259891
2.0,0.45,20.0,2.0,0.014222764723832774,0.012063628747914064,0.012050813966837432,0.014025922939859034,0.004602762585369847
2.0,0.45,20.0,3.0,0.0026133658834299666,0.002713432320282358,0.0027103974084734172,0.002288896466245811,0.00015482249443397848
2.0,0.45,20.0,4.0,0.00038571864510222767,0.0006627297623463483,0.0006630279109236675,0.0002807798764208358,3.905807274138369e-06
2.0,0.45,20.0,5.0,3.4177601464754346e-05,0.00016954522384134786,0.000170172309729574,2.755586072115028e-05,7.882746247428577e-08
2.0,0.45,20.0,6.0,4.882514494964907e-06,4.4684333133200416e-05,4.50707291381801e-05,2.253621997351577e-06,1.325754277329199e-09
2.0,0.45,50.0,0.0,0.8608513884650595,0.8378055378469369,0.8375814985972357,0.84257413161676,0.7770298810662049
2.0,0.45,50.0,1.0,0.07980469942020141,0.10797604419356484,0.10836613553784927,0.09325400681165563,0.19602635733177973
2.0,0.45,50.0,2.0,0.03722306988098871,0.03336530426813694,0.033296325671274093,0.042374308733053014,0.024726418960902597
2.0,0.45,50.0,3.0,0.014675007628928899,0.01231342744504999,0.012242572807359445,0.015983658032907074,0.0020792979167091634
2.0,0.45,50.0,4.0,0.0051296917912725054,0.004913919678691109,0.004881513409563167,0.00454610661355388,0.00013113948586532137
2.0,0.45,50.0,5.0,0.0016722612145254807,0.002049510933897138,0.0020404978806691436,0.0010345314347413469,6.616681376851989e-06
2.0,0.45,50.0,6.0,0.00047299359169972535,0.0008794270493199175,0.0008802004651599471,0.00019618582227244694,2.7820550610605774e-07
2.0,0.45,50.0,7.0,0.000137320720170888,0.00038489764572588,0.00038845167906075126,3.188928492926706e-05,1.0026386239720084e-08
2.0,0.45,50.0,8.0,2.4412572474824533e-05,0.00017093371836353447,0.00017446337593399422,4.5355503898783916e-06,3.16177668913602e-10
2.0,0.45,50.0,9.0,6.103143118706133e-06,7.676723493772585e-05,7.94625178631684e-05,5.734066023963315e-07,8.862687439987926e-12
2.0,0.45,50.0,10.0,3.0515715593530666e-06,3.478385580820299e-05,3.661362518713463e-05,6.524359627115375e-08,2.2358475231957335e-13
3.0,0.45,20.0,0.0,0.9131644797070492,0.9223202788175918,0.9223202497512695,0.9205742092815936,0.9068719275230147
3.0,0.45,20.0,1.0,0.06581995727799816,0.062394003315747223,0.06239406802693681,0.06314948670085835,0.08865039769994584
3.0,0.45,20.0,2.0,0.01723405553860238,0.011718113462756093,0.011718081728200118,0.013751166840749672,0.004332967409093782
3.0,0.45,20.0,3.0,0.0032932560268538295,0.002670106356760401,0.0026700984976371633,0.002225763381610556,0.0001411883612886891
3.0,0.45,20.0,4.0,0.00042722001830942935,0.0006618873643416505,0.0006618879595916257,0.00027073355733390954,3.450433296858305e-06
3.0,0.45,20.0,5.0,5.736954531583766e-05,0.00017202714190596799,0.00017202868739731332,2.6345718026788145e-05,6.745876120327064e-08
3.0,0.45,20.0,6.0,3.6618858712236804e-06,4.6088578969059445e-05,4.60895643609627e-05,2.136470983745425e-06,1.0990611109681476e-09
3.0,0.45,50.0,0.0,0.8312725053402502,0.8431769044594553,0.8431032942848915,0.8453632008266797,0.7831859647392884
3.0,0.45,50.0,1.0,0.0970155630149527,0.10432650193635463,0.10445377089789035,0.09140426976611488,0.19139898683596554
3.0,0.45,50.0,2.0,0.04475434848947208,0.032207578673447146,0.0321859954439093,0.041877796811819024,0.023387531066155477
3.0,0.45,50.0,3.0,0.017735733902960023,0.011929106748615284,0.011906160374248648,0.0156965436141741,0.0019051881043973772
3.0,0.45,50.0,4.0,0.006325907842538908,0.004786118001966139,0.004775334125824026,0.004432733058114747,0.00011639990032092154
3.0,0.45,50.0,5.0,0.002111687519072322,0.002008792702593416,0.002005616829697405,0.0010015414217161252,5.689280449924322e-06
3.0,0.45,50.0,6.0,0.000643881599023497,0.0008678886589330827,0.0008679945139515967,0.00018857573199422537,2.317292365131672e-07
3.0,0.45,50.0,7.0,0.00011901129081476961,0.0003826120983883868,0.00038370941982499344,3.043378127991469e-05,8.090167795525958e-09
3.0,0.45,50.0,8.0,1.83094293561184e-05,0.00017120385458160742,0.00017234450786352934,4.297680060114106e-06,2.4713956664048533e-10
3.0,0.45,50.0,9.0,3.0515715593530666e-06,7.748673067089873e-05,7.837847724162414e-05,5.394605927317558e-07,6.710803307362177e-12
