record,member_index,epsilon,stride,frame_time,maximum_time,valid_interval_count,cutoff_contaminated_interval_count,trace_variance_ratio,mean_squared_mahalanobis,summed_mean_squared_mahalanobis,observed_predicted_energy_correlation,whitened_max_abs_component_excess_kurtosis,whitened_lag1_correlation,minimum_covariance_eigenvalue,valid_sample_count,fit_parameters_from_macro_observables,thermodynamic_claim_allowed,pair_support_crossing_interval_count,potential_protocol,full_horizon_required,reference_epsilon,covariance_cross_epsilon_relative_l2_error,covariance_cross_epsilon_correlation
covariance_member,7,0.001,1,0.001,0.2,200,0,0.5715350500868394,1.6515497998300237,5.585898786753969,0.6634303258696584,0.7559024956301892,0.5196710097391628,4.314391057865043,200.0,0.0,0.0,8,ka_lj_c3_switch,True,,,
covariance_member,7,0.002,1,0.001,0.2,200,0,0.5717187837132627,1.6528769341310916,5.583013494110377,0.663668514614393,0.7776811335732883,0.5202978236382269,4.301972091502938,200.0,0.0,0.0,25,ka_lj_c3_switch,True,,,
covariance_member,8,0.001,1,0.001,0.2,200,0,0.5582673546840122,1.5082397071185851,7.9354244247564125,0.6421956461176429,0.5571637177834954,0.49774129907902787,29.089716957452758,200.0,0.0,0.0,18,ka_lj_c3_switch,True,,,
covariance_member,8,0.002,1,0.001,0.2,200,0,0.5584407658485682,1.5081232530165334,7.925991139891854,0.6417713515892972,0.5650411243134039,0.4980195535459255,29.09624985965074,200.0,0.0,0.0,22,ka_lj_c3_switch,True,,,
covariance_aggregate,,0.001,1,0.001,0.2,1600,0,0.5333895851299891,1.5762803563085732,2.7701400050775993,0.6000304125869004,0.29900690382163253,0.505290486850646,4.314391057865043,1600.0,0.0,0.0,106,ka_lj_c3_switch,True,,,
covariance_aggregate,,0.002,1,0.001,0.2,1600,0,0.5335470938268274,1.5765972747022183,2.7704683889480166,0.5999609673402143,0.3109096300188039,0.5052713034658115,4.301972091502938,1600.0,0.0,0.0,185,ka_lj_c3_switch,True,,,
covariance_cross_epsilon,1,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00016039874021751523,0.999999986624818
covariance_cross_epsilon,2,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00019685941348367885,0.9999999814995681
covariance_cross_epsilon,3,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00015910813106911713,0.9999999887317359
covariance_cross_epsilon,4,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.0003178176543250685,0.9999999426562064
covariance_cross_epsilon,5,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.0002278310913188223,0.9999999752248707
covariance_cross_epsilon,6,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00021514725125054623,0.9999999820230884
covariance_cross_epsilon,7,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00019575212591143202,0.9999999885911424
covariance_cross_epsilon,8,0.002,1,0.001,0.2,200,,,,,,,,,,0.0,0.0,,ka_lj_c3_switch,True,0.001,0.00016091527574164105,0.999999987062551
