block_lag,lag_time,block_size,block_count,paired_particle_block_count,mean_events_per_particle_block,particle_identity_correlation,replicate,temperature,debye_waller_factor,thermodynamic_claim_allowed
72.0,1440.0,20.0,250.0,583306.0,0.1004174549893195,0.021211460056312782,1.0,0.45,0.03194276615977287,0.0
73.0,1460.0,20.0,250.0,580029.0,0.1004174549893195,0.021931796207084592,1.0,0.45,0.03194276615977287,0.0
74.0,1480.0,20.0,250.0,576752.0,0.1004174549893195,0.02258595669658502,1.0,0.45,0.03194276615977287,0.0
75.0,1500.0,20.0,250.0,573475.0,0.1004174549893195,0.021693208758855737,1.0,0.45,0.03194276615977287,0.0
76.0,1520.0,20.0,250.0,570198.0,0.1004174549893195,0.020642990416723413,1.0,0.45,0.03194276615977287,0.0
77.0,1540.0,20.0,250.0,566921.0,0.1004174549893195,0.018214516312410424,1.0,0.45,0.03194276615977287,0.0
78.0,1560.0,20.0,250.0,563644.0,0.1004174549893195,0.018920128881426346,1.0,0.45,0.03194276615977287,0.0
79.0,1580.0,20.0,250.0,560367.0,0.1004174549893195,0.021522609169822918,1.0,0.45,0.03194276615977287,0.0
80.0,1600.0,20.0,250.0,557090.0,0.1004174549893195,0.0223029303412901,1.0,0.45,0.03194276615977287,0.0
81.0,1620.0,20.0,250.0,553813.0,0.1004174549893195,0.02145551005346099,1.0,0.45,0.03194276615977287,0.0
82.0,1640.0,20.0,250.0,550536.0,0.1004174549893195,0.020559096051075847,1.0,0.45,0.03194276615977287,0.0
83.0,1660.0,20.0,250.0,547259.0,0.1004174549893195,0.020647293850041267,1.0,0.45,0.03194276615977287,0.0
84.0,1680.0,20.0,250.0,543982.0,0.1004174549893195,0.018170558811673163,1.0,0.45,0.03194276615977287,0.0
85.0,1700.0,20.0,250.0,540705.0,0.1004174549893195,0.017601022828783654,1.0,0.45,0.03194276615977287,0.0
86.0,1720.0,20.0,250.0,537428.0,0.1004174549893195,0.01823431881910172,1.0,0.45,0.03194276615977287,0.0
87.0,1740.0,20.0,250.0,534151.0,0.1004174549893195,0.017804783799640855,1.0,0.45,0.03194276615977287,0.0
88.0,1760.0,20.0,250.0,530874.0,0.1004174549893195,0.01859378506307291,1.0,0.45,0.03194276615977287,0.0
89.0,1780.0,20.0,250.0,527597.0,0.1004174549893195,0.01906456071911475,1.0,0.45,0.03194276615977287,0.0
90.0,1800.0,20.0,250.0,524320.0,0.1004174549893195,0.01721776096235677,1.0,0.45,0.03194276615977287,0.0
91.0,1820.0,20.0,250.0,521043.0,0.1004174549893195,0.0187166099862226,1.0,0.45,0.03194276615977287,0.0
92.0,1840.0,20.0,250.0,517766.0,0.1004174549893195,0.022339230741454972,1.0,0.45,0.03194276615977287,0.0
93.0,1860.0,20.0,250.0,514489.0,0.1004174549893195,0.020004703073215977,1.0,0.45,0.03194276615977287,0.0
94.0,1880.0,20.0,250.0,511212.0,0.1004174549893195,0.019703870246422565,1.0,0.45,0.03194276615977287,0.0
95.0,1900.0,20.0,250.0,507935.0,0.1004174549893195,0.02010228775522039,1.0,0.45,0.03194276615977287,0.0
96.0,1920.0,20.0,250.0,504658.0,0.1004174549893195,0.01758998846397272,1.0,0.45,0.03194276615977287,0.0
97.0,1940.0,20.0,250.0,501381.0,0.1004174549893195,0.017949054133257886,1.0,0.45,0.03194276615977287,0.0
98.0,1960.0,20.0,250.0,498104.0,0.1004174549893195,0.022003712497040313,1.0,0.45,0.03194276615977287,0.0
99.0,1980.0,20.0,250.0,494827.0,0.1004174549893195,0.018556192292827112,1.0,0.45,0.03194276615977287,0.0
100.0,2000.0,20.0,250.0,491550.0,0.1004174549893195,0.02015055092282811,1.0,0.45,0.03194276615977287,0.0
101.0,2020.0,20.0,250.0,488273.0,0.1004174549893195,0.021455666692710346,1.0,0.45,0.03194276615977287,0.0
102.0,2040.0,20.0,250.0,484996.0,0.1004174549893195,0.01990546403375851,1.0,0.45,0.03194276615977287,0.0
103.0,2060.0,20.0,250.0,481719.0,0.1004174549893195,0.018097474461476106,1.0,0.45,0.03194276615977287,0.0
104.0,2080.0,20.0,250.0,478442.0,0.1004174549893195,0.019717162723547333,1.0,0.45,0.03194276615977287,0.0
105.0,2100.0,20.0,250.0,475165.0,0.1004174549893195,0.01759207359436069,1.0,0.45,0.03194276615977287,0.0
106.0,2120.0,20.0,250.0,471888.0,0.1004174549893195,0.019432319952116778,1.0,0.45,0.03194276615977287,0.0
107.0,2140.0,20.0,250.0,468611.0,0.1004174549893195,0.01906263506903058,1.0,0.45,0.03194276615977287,0.0
108.0,2160.0,20.0,250.0,465334.0,0.1004174549893195,0.016896631200032427,1.0,0.45,0.03194276615977287,0.0
109.0,2180.0,20.0,250.0,462057.0,0.1004174549893195,0.016863455656258523,1.0,0.45,0.03194276615977287,0.0
110.0,2200.0,20.0,250.0,458780.0,0.1004174549893195,0.01879958759114086,1.0,0.45,0.03194276615977287,0.0
111.0,2220.0,20.0,250.0,455503.0,0.1004174549893195,0.017427974859618982,1.0,0.45,0.03194276615977287,0.0
112.0,2240.0,20.0,250.0,452226.0,0.1004174549893195,0.015862619330456396,1.0,0.45,0.03194276615977287,0.0
113.0,2260.0,20.0,250.0,448949.0,0.1004174549893195,0.014299863133336204,1.0,0.45,0.03194276615977287,0.0
114.0,2280.0,20.0,250.0,445672.0,0.1004174549893195,0.016656618362083653,1.0,0.45,0.03194276615977287,0.0
115.0,2300.0,20.0,250.0,442395.0,0.1004174549893195,0.015735288848082903,1.0,0.45,0.03194276615977287,0.0
116.0,2320.0,20.0,250.0,439118.0,0.1004174549893195,0.014711794761565977,1.0,0.45,0.03194276615977287,0.0
117.0,2340.0,20.0,250.0,435841.0,0.1004174549893195,0.016862199379295412,1.0,0.45,0.03194276615977287,0.0
118.0,2360.0,20.0,250.0,432564.0,0.1004174549893195,0.014882966242737756,1.0,0.45,0.03194276615977287,0.0
119.0,2380.0,20.0,250.0,429287.0,0.1004174549893195,0.014883717835275223,1.0,0.45,0.03194276615977287,0.0
120.0,2400.0,20.0,250.0,426010.0,0.1004174549893195,0.013243223331882837,1.0,0.45,0.03194276615977287,0.0
121.0,2420.0,20.0,250.0,422733.0,0.1004174549893195,0.014562799166208215,1.0,0.45,0.03194276615977287,0.0
122.0,2440.0,20.0,250.0,419456.0,0.1004174549893195,0.013286259174893513,1.0,0.45,0.03194276615977287,0.0
123.0,2460.0,20.0,250.0,416179.0,0.1004174549893195,0.012095589833417207,1.0,0.45,0.03194276615977287,0.0
124.0,2480.0,20.0,250.0,412902.0,0.1004174549893195,0.013831107648935992,1.0,0.45,0.03194276615977287,0.0
125.0,2500.0,20.0,250.0,409625.0,0.1004174549893195,0.013354746050526011,1.0,0.45,0.03194276615977287,0.0
126.0,2520.0,20.0,250.0,406348.0,0.1004174549893195,0.0154348214552137,1.0,0.45,0.03194276615977287,0.0
127.0,2540.0,20.0,250.0,403071.0,0.1004174549893195,0.016649430893527765,1.0,0.45,0.03194276615977287,0.0
128.0,2560.0,20.0,250.0,399794.0,0.1004174549893195,0.013663191867173687,1.0,0.45,0.03194276615977287,0.0
129.0,2580.0,20.0,250.0,396517.0,0.1004174549893195,0.013406377672732233,1.0,0.45,0.03194276615977287,0.0
130.0,2600.0,20.0,250.0,393240.0,0.1004174549893195,0.014483294328184959,1.0,0.45,0.03194276615977287,0.0
131.0,2620.0,20.0,250.0,389963.0,0.1004174549893195,0.01533273818208862,1.0,0.45,0.03194276615977287,0.0
132.0,2640.0,20.0,250.0,386686.0,0.1004174549893195,0.012020521211603232,1.0,0.45,0.03194276615977287,0.0
133.0,2660.0,20.0,250.0,383409.0,0.1004174549893195,0.013677827585211407,1.0,0.45,0.03194276615977287,0.0
134.0,2680.0,20.0,250.0,380132.0,0.1004174549893195,0.013065818288056434,1.0,0.45,0.03194276615977287,0.0
135.0,2700.0,20.0,250.0,376855.0,0.1004174549893195,0.014132447897278187,1.0,0.45,0.03194276615977287,0.0
136.0,2720.0,20.0,250.0,373578.0,0.1004174549893195,0.014276728215442893,1.0,0.45,0.03194276615977287,0.0
137.0,2740.0,20.0,250.0,370301.0,0.1004174549893195,0.006208730088255023,1.0,0.45,0.03194276615977287,0.0
138.0,2760.0,20.0,250.0,367024.0,0.1004174549893195,0.010384263857254944,1.0,0.45,0.03194276615977287,0.0
139.0,2780.0,20.0,250.0,363747.0,0.1004174549893195,0.009074858202501703,1.0,0.45,0.03194276615977287,0.0
140.0,2800.0,20.0,250.0,360470.0,0.1004174549893195,0.012389401485758485,1.0,0.45,0.03194276615977287,0.0
141.0,2820.0,20.0,250.0,357193.0,0.1004174549893195,0.010138332300319816,1.0,0.45,0.03194276615977287,0.0
142.0,2840.0,20.0,250.0,353916.0,0.1004174549893195,0.009109577937328247,1.0,0.45,0.03194276615977287,0.0
143.0,2860.0,20.0,250.0,350639.0,0.1004174549893195,0.009766632354181652,1.0,0.45,0.03194276615977287,0.0
144.0,2880.0,20.0,250.0,347362.0,0.1004174549893195,0.009469857074576536,1.0,0.45,0.03194276615977287,0.0
145.0,2900.0,20.0,250.0,344085.0,0.1004174549893195,0.009138122975978524,1.0,0.45,0.03194276615977287,0.0
146.0,2920.0,20.0,250.0,340808.0,0.1004174549893195,0.010921242592500333,1.0,0.45,0.03194276615977287,0.0
147.0,2940.0,20.0,250.0,337531.0,0.1004174549893195,0.010234579193633174,1.0,0.45,0.03194276615977287,0.0
148.0,2960.0,20.0,250.0,334254.0,0.1004174549893195,0.009309579545336061,1.0,0.45,0.03194276615977287,0.0
149.0,2980.0,20.0,250.0,330977.0,0.1004174549893195,0.007643415016963147,1.0,0.45,0.03194276615977287,0.0
150.0,3000.0,20.0,250.0,327700.0,0.1004174549893195,0.01086145522132584,1.0,0.45,0.03194276615977287,0.0
151.0,3020.0,20.0,250.0,324423.0,0.1004174549893195,0.012934190175631119,1.0,0.45,0.03194276615977287,0.0
152.0,3040.0,20.0,250.0,321146.0,0.1004174549893195,0.012571734083747767,1.0,0.45,0.03194276615977287,0.0
153.0,3060.0,20.0,250.0,317869.0,0.1004174549893195,0.0069489640135932725,1.0,0.45,0.03194276615977287,0.0
154.0,3080.0,20.0,250.0,314592.0,0.1004174549893195,0.008382171040207645,1.0,0.45,0.03194276615977287,0.0
155.0,3100.0,20.0,250.0,311315.0,0.1004174549893195,0.0103328921997259,1.0,0.45,0.03194276615977287,0.0
156.0,3120.0,20.0,250.0,308038.0,0.1004174549893195,0.013524266901943536,1.0,0.45,0.03194276615977287,0.0
157.0,3140.0,20.0,250.0,304761.0,0.1004174549893195,0.013407947579728538,1.0,0.45,0.03194276615977287,0.0
158.0,3160.0,20.0,250.0,301484.0,0.1004174549893195,0.01193599246730475,1.0,0.45,0.03194276615977287,0.0
159.0,3180.0,20.0,250.0,298207.0,0.1004174549893195,0.010260490698227763,1.0,0.45,0.03194276615977287,0.0
160.0,3200.0,20.0,250.0,294930.0,0.1004174549893195,0.009641714095343715,1.0,0.45,0.03194276615977287,0.0
161.0,3220.0,20.0,250.0,291653.0,0.1004174549893195,0.009481574601137525,1.0,0.45,0.03194276615977287,0.0
162.0,3240.0,20.0,250.0,288376.0,0.1004174549893195,0.008376769606092963,1.0,0.45,0.03194276615977287,0.0
163.0,3260.0,20.0,250.0,285099.0,0.1004174549893195,0.00951211693751288,1.0,0.45,0.03194276615977287,0.0
164.0,3280.0,20.0,250.0,281822.0,0.1004174549893195,0.009607583672611577,1.0,0.45,0.03194276615977287,0.0
165.0,3300.0,20.0,250.0,278545.0,0.1004174549893195,0.013168476529278654,1.0,0.45,0.03194276615977287,0.0
166.0,3320.0,20.0,250.0,275268.0,0.1004174549893195,0.013413297640603943,1.0,0.45,0.03194276615977287,0.0
167.0,3340.0,20.0,250.0,271991.0,0.1004174549893195,0.012503786715935727,1.0,0.45,0.03194276615977287,0.0
168.0,3360.0,20.0,250.0,268714.0,0.1004174549893195,0.007984852622789302,1.0,0.45,0.03194276615977287,0.0
169.0,3380.0,20.0,250.0,265437.0,0.1004174549893195,0.010179816766766376,1.0,0.45,0.03194276615977287,0.0
170.0,3400.0,20.0,250.0,262160.0,0.1004174549893195,0.010737735721121062,1.0,0.45,0.03194276615977287,0.0
171.0,3420.0,20.0,250.0,258883.0,0.1004174549893195,0.01215872254793935,1.0,0.45,0.03194276615977287,0.0
172.0,3440.0,20.0,250.0,255606.0,0.1004174549893195,0.013690031570407445,1.0,0.45,0.03194276615977287,0.0
173.0,3460.0,20.0,250.0,252329.0,0.1004174549893195,0.012348561114917491,1.0,0.45,0.03194276615977287,0.0
174.0,3480.0,20.0,250.0,249052.0,0.1004174549893195,0.013349828095719185,1.0,0.45,0.03194276615977287,0.0
175.0,3500.0,20.0,250.0,245775.0,0.1004174549893195,0.013280352798111758,1.0,0.45,0.03194276615977287,0.0
176.0,3520.0,20.0,250.0,242498.0,0.1004174549893195,0.015284696340639493,1.0,0.45,0.03194276615977287,0.0
177.0,3540.0,20.0,250.0,239221.0,0.1004174549893195,0.018025059977563852,1.0,0.45,0.03194276615977287,0.0
178.0,3560.0,20.0,250.0,235944.0,0.1004174549893195,0.01570722149531242,1.0,0.45,0.03194276615977287,0.0
179.0,3580.0,20.0,250.0,232667.0,0.1004174549893195,0.013482739921127269,1.0,0.45,0.03194276615977287,0.0
180.0,3600.0,20.0,250.0,229390.0,0.1004174549893195,0.014026340591059623,1.0,0.45,0.03194276615977287,0.0
181.0,3620.0,20.0,250.0,226113.0,0.1004174549893195,0.011814091636292786,1.0,0.45,0.03194276615977287,0.0
182.0,3640.0,20.0,250.0,222836.0,0.1004174549893195,0.011967606858992843,1.0,0.45,0.03194276615977287,0.0
183.0,3660.0,20.0,250.0,219559.0,0.1004174549893195,0.013290162446266964,1.0,0.45,0.03194276615977287,0.0
184.0,3680.0,20.0,250.0,216282.0,0.1004174549893195,0.014448818863497003,1.0,0.45,0.03194276615977287,0.0
185.0,3700.0,20.0,250.0,213005.0,0.1004174549893195,0.012857040977647664,1.0,0.45,0.03194276615977287,0.0
186.0,3720.0,20.0,250.0,209728.0,0.1004174549893195,0.0118165901242531,1.0,0.45,0.03194276615977287,0.0
187.0,3740.0,20.0,250.0,206451.0,0.1004174549893195,0.00853131026065849,1.0,0.45,0.03194276615977287,0.0
188.0,3760.0,20.0,250.0,203174.0,0.1004174549893195,0.011829036801721043,1.0,0.45,0.03194276615977287,0.0
189.0,3780.0,20.0,250.0,199897.0,0.1004174549893195,0.011869796655302,1.0,0.45,0.03194276615977287,0.0
190.0,3800.0,20.0,250.0,196620.0,0.1004174549893195,0.012671927893485943,1.0,0.45,0.03194276615977287,0.0
191.0,3820.0,20.0,250.0,193343.0,0.1004174549893195,0.016154889366765485,1.0,0.45,0.03194276615977287,0.0
192.0,3840.0,20.0,250.0,190066.0,0.1004174549893195,0.013493677310467612,1.0,0.45,0.03194276615977287,0.0
193.0,3860.0,20.0,250.0,186789.0,0.1004174549893195,0.012679279829920119,1.0,0.45,0.03194276615977287,0.0
194.0,3880.0,20.0,250.0,183512.0,0.1004174549893195,0.00996416130347293,1.0,0.45,0.03194276615977287,0.0
195.0,3900.0,20.0,250.0,180235.0,0.1004174549893195,0.010266167007857787,1.0,0.45,0.03194276615977287,0.0
196.0,3920.0,20.0,250.0,176958.0,0.1004174549893195,0.010871684233774697,1.0,0.45,0.03194276615977287,0.0
197.0,3940.0,20.0,250.0,173681.0,0.1004174549893195,0.009380163255090473,1.0,0.45,0.03194276615977287,0.0
198.0,3960.0,20.0,250.0,170404.0,0.1004174549893195,0.01032386056219406,1.0,0.45,0.03194276615977287,0.0
199.0,3980.0,20.0,250.0,167127.0,0.1004174549893195,0.011992954827367147,1.0,0.45,0.03194276615977287,0.0
200.0,4000.0,20.0,250.0,163850.0,0.1004174549893195,0.010434710633229436,1.0,0.45,0.03194276615977287,0.0
201.0,4020.0,20.0,250.0,160573.0,0.1004174549893195,0.011541125961412187,1.0,0.45,0.03194276615977287,0.0
202.0,4040.0,20.0,250.0,157296.0,0.1004174549893195,0.011142959066575694,1.0,0.45,0.03194276615977287,0.0
203.0,4060.0,20.0,250.0,154019.0,0.1004174549893195,0.013288805749297524,1.0,0.45,0.03194276615977287,0.0
204.0,4080.0,20.0,250.0,150742.0,0.1004174549893195,0.013927639287913348,1.0,0.45,0.03194276615977287,0.0
205.0,4100.0,20.0,250.0,147465.0,0.1004174549893195,0.011541428367263228,1.0,0.45,0.03194276615977287,0.0
206.0,4120.0,20.0,250.0,144188.0,0.1004174549893195,0.00741065824248262,1.0,0.45,0.03194276615977287,0.0
207.0,4140.0,20.0,250.0,140911.0,0.1004174549893195,0.00957392788743383,1.0,0.45,0.03194276615977287,0.0
208.0,4160.0,20.0,250.0,137634.0,0.1004174549893195,0.010421989051797066,1.0,0.45,0.03194276615977287,0.0
209.0,4180.0,20.0,250.0,134357.0,0.1004174549893195,0.005342478239255093,1.0,0.45,0.03194276615977287,0.0
210.0,4200.0,20.0,250.0,131080.0,0.1004174549893195,0.010571238981403648,1.0,0.45,0.03194276615977287,0.0
211.0,4220.0,20.0,250.0,127803.0,0.1004174549893195,0.006745735230403462,1.0,0.45,0.03194276615977287,0.0
212.0,4240.0,20.0,250.0,124526.0,0.1004174549893195,0.014203343729540704,1.0,0.45,0.03194276615977287,0.0
213.0,4260.0,20.0,250.0,121249.0,0.1004174549893195,0.009001413614510885,1.0,0.45,0.03194276615977287,0.0
214.0,4280.0,20.0,250.0,117972.0,0.1004174549893195,0.01443325898848503,1.0,0.45,0.03194276615977287,0.0
215.0,4300.0,20.0,250.0,114695.0,0.1004174549893195,0.018025024939748224,1.0,0.45,0.03194276615977287,0.0
216.0,4320.0,20.0,250.0,111418.0,0.1004174549893195,0.01409487631386891,1.0,0.45,0.03194276615977287,0.0
217.0,4340.0,20.0,250.0,108141.0,0.1004174549893195,0.015968783316939326,1.0,0.45,0.03194276615977287,0.0
218.0,4360.0,20.0,250.0,104864.0,0.1004174549893195,0.009747194511543548,1.0,0.45,0.03194276615977287,0.0
219.0,4380.0,20.0,250.0,101587.0,0.1004174549893195,0.017490718236754403,1.0,0.45,0.03194276615977287,0.0
220.0,4400.0,20.0,250.0,98310.0,0.1004174549893195,0.014468890567122899,1.0,0.45,0.03194276615977287,0.0
221.0,4420.0,20.0,250.0,95033.0,0.1004174549893195,0.01921137512391811,1.0,0.45,0.03194276615977287,0.0
222.0,4440.0,20.0,250.0,91756.0,0.1004174549893195,0.01504196823856729,1.0,0.45,0.03194276615977287,0.0
223.0,4460.0,20.0,250.0,88479.0,0.1004174549893195,0.018421366731278976,1.0,0.45,0.03194276615977287,0.0
224.0,4480.0,20.0,250.0,85202.0,0.1004174549893195,0.01853053180624754,1.0,0.45,0.03194276615977287,0.0
225.0,4500.0,20.0,250.0,81925.0,0.1004174549893195,0.01815601778843478,1.0,0.45,0.03194276615977287,0.0
1.0,50.0,50.0,100.0,324423.0,0.2510436374732988,0.34167835299038773,1.0,0.45,0.03194276615977287,0.0
2.0,100.0,50.0,100.0,321146.0,0.2510436374732988,0.24725346458363015,1.0,0.45,0.03194276615977287,0.0
