parent_group,target_slot,a_particle_index,escape_successes,clone_trials,observed_committor,geometry_heldout_committor,softmode_heldout_committor,geometry_softmode_heldout_committor,thermodynamic_claim_allowed
5,7,451,7,8,0.875,0.724898069435084,0.681095410913091,0.7214198343708079,False
5,8,580,4,8,0.5,0.5817083177031249,0.6502929801362529,0.5579098949168507,False
5,9,682,6,8,0.75,0.6715842812567744,0.6646180596244794,0.6671117685332792,False
5,10,719,7,8,0.875,0.6316386210734715,0.6663122840510908,0.6245952664688162,False
5,11,770,6,8,0.75,0.6931064205709822,0.6716723480977528,0.6971520007825831,False
5,12,804,7,8,0.875,0.6781870972464336,0.6650732976283652,0.6731917435657172,False
5,13,896,7,8,0.875,0.7567736756845437,0.6869224480758344,0.7642256878128258,False
5,14,1032,6,8,0.75,0.6398371605362293,0.6280733105259373,0.5965143616208569,False
5,15,1081,5,8,0.625,0.7215383326034003,0.6733917059433001,0.7231141952543169,False
5,16,1093,4,8,0.5,0.5854995628050746,0.6725406837763225,0.5913109252713699,False
5,17,1120,3,8,0.375,0.6326966663616399,0.6715389727240711,0.6313488224621003,False
5,18,1211,5,8,0.625,0.6337005170171989,0.662756892293208,0.6295670240513103,False
5,19,1285,6,8,0.75,0.76606130006735,0.6894315947710649,0.7782034402456749,False
5,20,1387,2,8,0.25,0.5893142589835757,0.6561213978574798,0.5718906113857909,False
5,21,1394,4,8,0.5,0.5714408800659593,0.6616088020672941,0.5681683969483453,False
5,22,1438,7,8,0.875,0.6555275903719078,0.6801233984481397,0.6610618056428581,False
5,23,1470,6,8,0.75,0.6930763746584859,0.6958139532079108,0.7144757392544182,False
5,24,1480,5,8,0.625,0.7504541638141078,0.6767601158275338,0.7440544325382814,False
5,25,1576,7,8,0.875,0.6032878038875056,0.6647564157318243,0.5946694297244502,False
5,26,1583,8,8,1.0,0.760364871672956,0.6615415989642539,0.7519195854263184,False
5,27,1663,3,8,0.375,0.6392634893144379,0.68406696722142,0.6524074545372591,False
5,28,1725,6,8,0.75,0.7070669956309801,0.6797003702676826,0.7142141672467124,False
5,29,1737,6,8,0.75,0.7497566273244881,0.704619734298824,0.7742285842782614,False
5,30,1809,4,8,0.5,0.7120617682266818,0.6674114436857022,0.709734334588619,False
5,31,1831,5,8,0.625,0.619545048367422,0.6700337789718788,0.6238221179695048,False
5,32,1836,4,8,0.5,0.6166404395876308,0.695193176969026,0.6385290725314582,False
5,33,1849,4,8,0.5,0.7277096176628761,0.6798129216421427,0.7337411283056882,False
5,34,1911,6,8,0.75,0.6765572307678677,0.6391141513848894,0.6480193993394231,False
5,35,1937,5,8,0.625,0.7005451650053787,0.6920396921952047,0.7147720473478176,False
5,36,1956,3,8,0.375,0.6265738815373816,0.6744965940989557,0.6312981762454537,False
5,37,1959,5,8,0.625,0.6924517668129062,0.6761223075944505,0.7000052415945812,False
5,38,1975,6,8,0.75,0.6386742717621966,0.6748038534271519,0.6463370242126488,False
5,39,2010,6,8,0.75,0.6730155366575896,0.6697190067224547,0.6711654871712823,False
5,40,2138,6,8,0.75,0.7181496696543342,0.6557832673588193,0.7020127581309199,False
5,41,2141,6,8,0.75,0.7502861454190758,0.6368610229093296,0.7239120864878418,False
5,42,2256,4,8,0.5,0.7216113194966458,0.651116274313589,0.706928559264598,False
5,43,2277,5,8,0.625,0.7484330631722002,0.6378151547076955,0.7193929677939563,False
5,44,2288,5,8,0.625,0.5204998370040383,0.6346217169551469,0.48173445331232273,False
5,45,2412,5,8,0.625,0.5745500203539045,0.6765433449426329,0.5854523100651344,False
5,46,2426,5,8,0.625,0.7219038319157085,0.6624933853379599,0.7027918849808727,False
5,47,2541,5,8,0.625,0.6232468125456958,0.6544869173325084,0.6110729352679053,False
5,48,2590,6,8,0.75,0.7202547521654094,0.6674288606106308,0.7177439729695322,False
5,49,2687,5,8,0.625,0.7022113503020286,0.6687164993590216,0.6998274001930389,False
5,50,2823,6,8,0.75,0.5996199160172415,0.6594229157497002,0.5846938684353395,False
5,51,2826,6,8,0.75,0.7883125493888128,0.6874730082426344,0.7950317433907144,False
5,52,2828,5,8,0.625,0.628848613647972,0.6823407955091539,0.6309329252760215,False
5,53,2845,4,8,0.5,0.7065465443003298,0.6573604341247681,0.6944726888523636,False
