replicate,temperature,lag,calibration_msd,log_msd_slope,selected_debye_waller_lag,selected_debye_waller_factor,thermodynamic_claim_allowed
3.0,0.58,53.0,0.3452920913696289,0.8395815450180759,2.0,0.05592551454901695,0.0
3.0,0.58,60.0,0.3848392367362976,0.8633343478302522,2.0,0.05592551454901695,0.0
3.0,0.58,68.0,0.4281712472438812,0.8522528242592675,2.0,0.05592551454901695,0.0
3.0,0.58,77.0,0.4760056734085083,0.8660044472771675,2.0,0.05592551454901695,0.0
3.0,0.58,88.0,0.535430908203125,0.8870250677676204,2.0,0.05592551454901695,0.0
3.0,0.58,99.0,0.594769299030304,0.8965997399310399,2.0,0.05592551454901695,0.0
3.0,0.58,113.0,0.6700810790061951,0.8956783345155301,2.0,0.05592551454901695,0.0
3.0,0.58,128.0,0.7487216591835022,0.8902952696662779,2.0,0.05592551454901695,0.0
4.0,0.58,1.0,0.04589996486902237,0.2696511663417363,2.0,0.055333156138658524,0.0
4.0,0.58,2.0,0.055333156138658524,0.26956665756875964,2.0,0.055333156138658524,0.0
4.0,0.58,3.0,0.06172272190451622,0.31558122439517167,2.0,0.055333156138658524,0.0
4.0,0.58,4.0,0.06822707504034042,0.37209691633757735,2.0,0.055333156138658524,0.0
4.0,0.58,5.0,0.07444030791521072,0.4099199577822006,2.0,0.055333156138658524,0.0
4.0,0.58,6.0,0.08044835180044174,0.439031580858229,2.0,0.055333156138658524,0.0
4.0,0.58,7.0,0.0862307995557785,0.4798218544594324,2.0,0.055333156138658524,0.0
4.0,0.58,8.0,0.09225117415189743,0.5241614819190588,2.0,0.055333156138658524,0.0
4.0,0.58,9.0,0.09831738471984863,0.5152895627068386,2.0,0.055333156138658524,0.0
4.0,0.58,10.0,0.10355436056852341,0.5070883625192106,2.0,0.055333156138658524,0.0
4.0,0.58,12.0,0.11410683393478394,0.5841309603243303,2.0,0.055333156138658524,0.0
4.0,0.58,13.0,0.11978687345981598,0.6005786271836877,2.0,0.055333156138658524,0.0
4.0,0.58,15.0,0.13032571971416473,0.6352417925812617,2.0,0.055333156138658524,0.0
4.0,0.58,17.0,0.14182305335998535,0.6261002624054779,2.0,0.055333156138658524,0.0
4.0,0.58,19.0,0.15131130814552307,0.6447830439019606,2.0,0.055333156138658524,0.0
4.0,0.58,22.0,0.16833460330963135,0.7162341086068436,2.0,0.055333156138658524,0.0
4.0,0.58,25.0,0.18424874544143677,0.6929779053342058,2.0,0.055333156138658524,0.0
4.0,0.58,28.0,0.19902843236923218,0.7174056224492178,2.0,0.055333156138658524,0.0
4.0,0.58,32.0,0.22030077874660492,0.7621352508173445,2.0,0.055333156138658524,0.0
4.0,0.58,36.0,0.24103298783302307,0.7841825683949466,2.0,0.055333156138658524,0.0
4.0,0.58,41.0,0.2677018344402313,0.7927986503787059,2.0,0.055333156138658524,0.0
4.0,0.58,47.0,0.29771244525909424,0.8067532308048646,2.0,0.055333156138658524,0.0
4.0,0.58,53.0,0.3290122449398041,0.8370221877003718,2.0,0.055333156138658524,0.0
4.0,0.58,60.0,0.365244060754776,0.8495943094507261,2.0,0.055333156138658524,0.0
4.0,0.58,68.0,0.40660569071769714,0.8609822888948,2.0,0.055333156138658524,0.0
4.0,0.58,77.0,0.45275017619132996,0.870635028963707,2.0,0.055333156138658524,0.0
4.0,0.58,88.0,0.5089908838272095,0.8914741412538274,2.0,0.055333156138658524,0.0
4.0,0.58,99.0,0.566200315952301,0.9163625323588014,2.0,0.055333156138658524,0.0
4.0,0.58,113.0,0.640299916267395,0.9175098130620809,2.0,0.055333156138658524,0.0
4.0,0.58,128.0,0.7168369889259338,0.9058854489093161,2.0,0.055333156138658524,0.0
5.0,0.58,1.0,0.0457494854927063,0.2707958908933636,2.0,0.05519552901387215,0.0
5.0,0.58,2.0,0.05519552901387215,0.2854389846225258,2.0,0.05519552901387215,0.0
5.0,0.58,3.0,0.06218355521559715,0.32159772247958607,2.0,0.05519552901387215,0.0
5.0,0.58,4.0,0.06859643757343292,0.3760554629705224,2.0,0.05519552901387215,0.0
5.0,0.58,5.0,0.07505282014608383,0.43553139681711617,2.0,0.05519552901387215,0.0
5.0,0.58,6.0,0.08164891600608826,0.4405121969105199,2.0,0.05519552901387215,0.0
5.0,0.58,7.0,0.0871412605047226,0.43730170220793063,2.0,0.05519552901387215,0.0
5.0,0.58,8.0,0.09254140406847,0.49009729877345265,2.0,0.05519552901387215,0.0
5.0,0.58,9.0,0.0984470322728157,0.5306528527884868,2.0,0.05519552901387215,0.0
5.0,0.58,10.0,0.10416124761104584,0.5516601974314073,2.0,0.05519552901387215,0.0
5.0,0.58,12.0,0.11577115207910538,0.5713503864562526,2.0,0.05519552901387215,0.0
5.0,0.58,13.0,0.12115341424942017,0.5829976181311745,2.0,0.05519552901387215,0.0
5.0,0.58,15.0,0.1322101205587387,0.6150411934020923,2.0,0.05519552901387215,0.0
5.0,0.58,17.0,0.14286379516124725,0.6592334607699382,2.0,0.05519552901387215,0.0
5.0,0.58,19.0,0.1543424278497696,0.698131464572926,2.0,0.05519552901387215,0.0
5.0,0.58,22.0,0.1710852086544037,0.6967285997753399,2.0,0.05519552901387215,0.0
5.0,0.58,25.0,0.1869019716978073,0.7134469190005142,2.0,0.05519552901387215,0.0
5.0,0.58,28.0,0.20308467745780945,0.7407286186442423,2.0,0.05519552901387215,0.0
5.0,0.58,32.0,0.22448138892650604,0.7671100373980666,2.0,0.05519552901387215,0.0
5.0,0.58,36.0,0.2461414635181427,0.7858450483633614,2.0,0.05519552901387215,0.0
5.0,0.58,41.0,0.2727760970592499,0.8035756001651819,2.0,0.05519552901387215,0.0
5.0,0.58,47.0,0.3050098121166229,0.8321900464804415,2.0,0.05519552901387215,0.0
5.0,0.58,53.0,0.3375949561595917,0.8539915733419052,2.0,0.05519552901387215,0.0
5.0,0.58,60.0,0.37576305866241455,0.8581040128782225,2.0,0.05519552901387215,0.0
5.0,0.58,68.0,0.41808634996414185,0.8642502555296829,2.0,0.05519552901387215,0.0
5.0,0.58,77.0,0.4661630690097809,0.8833149606825579,2.0,0.05519552901387215,0.0
5.0,0.58,88.0,0.5250944495201111,0.9189402947451004,2.0,0.05519552901387215,0.0
5.0,0.58,99.0,0.5867888331413269,0.9172350251006929,2.0,0.05519552901387215,0.0
5.0,0.58,113.0,0.659932017326355,0.9074494778101332,2.0,0.05519552901387215,0.0
5.0,0.58,128.0,0.7406381368637085,0.9256504543665434,2.0,0.05519552901387215,0.0
