time,log10_time,renewal_mean,poisson_alpha_decay,gamma_exchange_alpha_decay,static_gamma_alpha_decay,poisson_ngp,gamma_exchange_ngp,static_gamma_ngp,gamma_exchange_alpha_slope_per_renewal,static_gamma_alpha_slope_per_renewal,static_gamma_late_ngp_plateau,static_gamma_late_alpha_decay_per_renewal,gamma_exchange_late_ngp_renewal_amplitude,gamma_exchange_late_alpha_decay_per_renewal
0.023532298512682476,-1.6283356511230875,8.636715966715836e-08,0.9999999668620616,0.9999999668620629,0.9999999668620629,5.057701594091135e-05,5.057702686143811e-05,5.0577026861438204e-05,0.3836867825435578,0.3836867825435578,2.5,0.0,26.0,0.09440460177605386
0.02377272661080759,-1.6239210040472791,8.903617860926694e-08,0.9999999658379943,0.9999999658379957,0.9999999658379958,5.1108139538902364e-05,5.110815091519352e-05,5.110815091519362e-05,0.38368678276187324,0.3836867815149385,2.5,0.0,26.0,0.09440460177605386
0.02401561114855064,-1.619506356971471,9.178762253821137e-08,0.9999999647823016,0.9999999647823031,0.9999999647823032,5.164498810805718e-05,5.16449999589654e-05,5.16449999589655e-05,0.38368678168293685,0.3836867804733804,2.5,0.0,26.0,0.09440460177605386
0.024260977223209523,-1.6150917098956628,9.462403443794009e-08,0.9999999636940079,0.9999999636940096,0.9999999636940096,5.218762628578233e-05,5.218763863128737e-05,5.218763863128749e-05,0.38368678011844154,0.38368678011844154,2.5,0.0,26.0,0.09440460177605386
0.024508850188499715,-1.6106770628198546,9.754803598382988e-08,0.9999999625721071,0.9999999625721089,0.9999999625721089,5.273611968270586e-05,5.2736132543569285e-05,5.273613254356941e-05,0.38368677998130213,0.38368677998130213,2.5,0.0,26.0,0.09440460177605386
0.024759255657174108,-1.6062624157440464,1.0056232935998221e-07,0.9999999614155626,0.9999999614155645,0.9999999614155645,5.329053456137878e-05,5.3290547958790504e-05,5.3290547958790646e-05,0.383686779387972,0.383686779387972,2.5,0.0,26.0,0.09440460177605386
0.025012219503669563,-1.6018477686682382,1.0366970010632082e-07,0.9999999602233055,0.9999999602233074,0.9999999602233075,5.385093804854968e-05,5.3850952005213954e-05,5.3850952005214096e-05,0.38368677980790233,0.38368677873697893,2.5,0.0,26.0,0.09440460177605386
0.025267767866780536,-1.59743312159243,1.0687301968466401e-07,0.9999999589942341,0.9999999589942362,0.9999999589942362,5.4417398145822915e-05,5.441741268517623e-05,5.4417412685176394e-05,0.3836867784427266,0.3836867784427266,2.5,0.0,26.0,0.09440460177605386
0.025525927152359986,-1.5930184745166218,1.1017524779936838e-07,0.9999999577272128,0.9999999577272151,0.9999999577272151,5.498998357600371e-05,5.498999872231691e-05,5.498999872231707e-05,0.38368677790181127,0.38368677790181127,2.5,0.0,26.0,0.09440460177605386
0.02578672403604792,-1.5886038274408136,1.1357943543552351e-07,0.9999999564210711,0.9999999564210734,0.9999999564210734,5.556876396073385e-05,5.556877973960227e-05,5.5568779739602456e-05,0.3836867771082504,0.3836867771082504,2.5,0.0,26.0,0.09440460177605386
0.026050185466027758,-1.5841891803650054,1.1708872781034107e-07,0.9999999550746019,0.9999999550746045,0.9999999550746045,5.615380989931751e-05,5.615382633678837e-05,5.615382633678856e-05,0.3836867763798048,0.3836867763798048,2.5,0.0,26.0,0.09440460177605386
0.026316338665810925,-1.5797745332891973,1.2070636664633648e-07,0.9999999536865617,0.9999999536865645,0.9999999536865645,5.674519267695466e-05,5.674520980071656e-05,5.6745209800716764e-05,0.3836867755222796,0.3836867755222796,2.5,0.0,26.0,0.09440460177605386
0.026585211137049848,-1.575359886213389,1.24435693725361e-07,0.9999999522556683,0.9999999522556711,0.9999999522556711,5.734298456139264e-05,5.7343002400255304e-05,5.734300240025554e-05,0.3836867754357998,0.3836867754357998,2.5,0.0,26.0,0.09440460177605386
0.02685683066237971,-1.5709452391375807,1.2828015388995084e-07,0.9999999507805997,0.9999999507806027,0.9999999507806027,5.794725877428242e-05,5.794727735804159e-05,5.794727735804183e-05,0.3836867750337834,0.3836867750337834,2.5,0.0,26.0,0.09440460177605386
0.02713122530828919,-1.5665305920617725,1.3224329771931165e-07,0.9999999492599938,0.999999949259997,0.999999949259997,5.8558089281346426e-05,5.855810864089807e-05,5.8558108640898324e-05,0.3836867738429474,0.3836867738429474,2.5,0.0,26.0,0.09440460177605386
0.027408423428020672,-1.5621159449859643,1.3632878536749826e-07,0.9999999476924463,0.9999999476924496,0.9999999476924496,5.917555107060046e-05,5.917557123875767e-05,5.9175571238757944e-05,0.38368677333428314,0.38368677333428314,2.5,0.0,26.0,0.09440460177605386
0.027688453664499908,-1.557701297910156,1.4054038983704608e-07,0.9999999460765093,0.9999999460765129,0.9999999460765129,5.979972011971313e-05,5.9799741130439565e-05,5.979974113043986e-05,0.38368677243859434,0.38368677243859434,2.5,0.0,26.0,0.09440460177605386
0.027971344953295726,-1.553286650834348,1.4488200010646933e-07,0.9999999444106908,0.9999999444106946,0.9999999444106946,6.043067326233498e-05,6.0430695150696665e-05,6.043069515069697e-05,0.38368677189237405,0.38368677189237405,2.5,0.0,26.0,0.09440460177605386
0.028257126525609945,-1.5488720037585397,1.4935762496406933e-07,0.9999999426934527,0.9999999426934568,0.9999999426934568,6.106848831732847e-05,6.106851111980531e-05,6.106851111980566e-05,0.38368677081794994,0.38368677081794994,2.5,0.0,26.0,0.09440460177605386
0.028545827911297842,-1.5444573566827315,1.5397139664315162e-07,0.9999999409232095,0.9999999409232139,0.999999940923214,6.171324408144052e-05,6.171326783666002e-05,6.171326783666037e-05,0.3836867701580932,0.3836867694370352,2.5,0.0,26.0,0.09440460177605386
0.028837478941919473,-1.5400427096069234,1.5872757458651466e-07,0.999999939098327,0.9999999390983316,0.9999999390983316,6.236502033329927e-05,6.236504508083528e-05,6.236504508083566e-05,0.3836867689069125,0.3836867689069125,2.5,0.0,26.0,0.09440460177605386
0.029132109753822168,-1.5356280625311152,1.6363054957627132e-07,0.9999999372171203,0.9999999372171253,0.9999999372171252,6.302389793066965e-05,6.302392371216677e-05,6.302392371216719e-05,0.3836867676011221,0.38368676827961584,2.5,0.0,26.0,0.09440460177605386
