replicate,temperature,block_size,window,count_value,frequency,probability,observation_count
1.0,0.45,100.0,heldout,8.0,163.0,0.0009948123283490997,163850.0
1.0,0.45,100.0,heldout,9.0,67.0,0.00040891058895331094,163850.0
1.0,0.45,100.0,heldout,10.0,18.0,0.0001098565761367104,163850.0
1.0,0.45,100.0,heldout,11.0,6.0,3.66188587122368e-05,163850.0
1.0,0.45,100.0,heldout,12.0,1.0,6.103143118706133e-06,163850.0
1.0,0.45,100.0,heldout,13.0,1.0,6.103143118706133e-06,163850.0
2.0,0.45,20.0,calibration,0.0,755049.0,0.9216344217271895,819250.0
2.0,0.45,20.0,calibration,1.0,48880.0,0.05966432712847116,819250.0
2.0,0.45,20.0,calibration,2.0,12582.0,0.015357949343912115,819250.0
2.0,0.45,20.0,calibration,3.0,2369.0,0.002891669209642966,819250.0
2.0,0.45,20.0,calibration,4.0,332.0,0.00040524870308208727,819250.0
2.0,0.45,20.0,calibration,5.0,36.0,4.394263045468416e-05,819250.0
2.0,0.45,20.0,calibration,6.0,2.0,2.4412572474824533e-06,819250.0
2.0,0.45,20.0,heldout,0.0,760488.0,0.928273420811718,819250.0
2.0,0.45,20.0,heldout,1.0,44621.0,0.05446566981995728,819250.0
2.0,0.45,20.0,heldout,2.0,11652.0,0.014222764723832774,819250.0
2.0,0.45,20.0,heldout,3.0,2141.0,0.0026133658834299666,819250.0
2.0,0.45,20.0,heldout,4.0,316.0,0.00038571864510222767,819250.0
2.0,0.45,20.0,heldout,5.0,28.0,3.4177601464754346e-05,819250.0
2.0,0.45,20.0,heldout,6.0,4.0,4.882514494964907e-06,819250.0
2.0,0.45,50.0,calibration,0.0,277990.0,0.8483063777845591,327700.0
2.0,0.45,50.0,calibration,1.0,28532.0,0.08706743973146171,327700.0
2.0,0.45,50.0,calibration,2.0,13149.0,0.040125114433933476,327700.0
2.0,0.45,50.0,calibration,3.0,5374.0,0.01639914555996338,327700.0
2.0,0.45,50.0,calibration,4.0,1858.0,0.005669819957277998,327700.0
2.0,0.45,50.0,calibration,5.0,580.0,0.0017699115044247787,327700.0
2.0,0.45,50.0,calibration,6.0,149.0,0.00045468416234360694,327700.0
2.0,0.45,50.0,calibration,7.0,54.0,0.0001647848642050656,327700.0
2.0,0.45,50.0,calibration,8.0,12.0,3.66188587122368e-05,327700.0
2.0,0.45,50.0,calibration,9.0,1.0,3.0515715593530666e-06,327700.0
2.0,0.45,50.0,calibration,10.0,1.0,3.0515715593530666e-06,327700.0
2.0,0.45,50.0,heldout,0.0,282101.0,0.8608513884650595,327700.0
2.0,0.45,50.0,heldout,1.0,26152.0,0.07980469942020141,327700.0
2.0,0.45,50.0,heldout,2.0,12198.0,0.03722306988098871,327700.0
2.0,0.45,50.0,heldout,3.0,4809.0,0.014675007628928899,327700.0
2.0,0.45,50.0,heldout,4.0,1681.0,0.0051296917912725054,327700.0
2.0,0.45,50.0,heldout,5.0,548.0,0.0016722612145254807,327700.0
2.0,0.45,50.0,heldout,6.0,155.0,0.00047299359169972535,327700.0
2.0,0.45,50.0,heldout,7.0,45.0,0.000137320720170888,327700.0
2.0,0.45,50.0,heldout,8.0,8.0,2.4412572474824533e-05,327700.0
2.0,0.45,50.0,heldout,9.0,2.0,6.103143118706133e-06,327700.0
2.0,0.45,50.0,heldout,10.0,1.0,3.0515715593530666e-06,327700.0
2.0,0.45,100.0,calibration,0.0,125185.0,0.7640219713152273,163850.0
2.0,0.45,100.0,calibration,1.0,17563.0,0.10718950259383582,163850.0
2.0,0.45,100.0,calibration,2.0,9700.0,0.059200488251449496,163850.0
2.0,0.45,100.0,calibration,3.0,5402.0,0.03296917912725053,163850.0
2.0,0.45,100.0,calibration,4.0,2999.0,0.018303326212999696,163850.0
2.0,0.45,100.0,calibration,5.0,1567.0,0.009563625267012512,163850.0
2.0,0.45,100.0,calibration,6.0,793.0,0.004839792493133964,163850.0
2.0,0.45,100.0,calibration,7.0,363.0,0.0022154409520903267,163850.0
2.0,0.45,100.0,calibration,8.0,177.0,0.0010802563320109857,163850.0
2.0,0.45,100.0,calibration,9.0,70.0,0.00042722001830942935,163850.0
2.0,0.45,100.0,calibration,10.0,18.0,0.0001098565761367104,163850.0
2.0,0.45,100.0,calibration,11.0,10.0,6.1031431187061336e-05,163850.0
2.0,0.45,100.0,calibration,12.0,3.0,1.83094293561184e-05,163850.0
2.0,0.45,100.0,heldout,0.0,128351.0,0.783344522429051,163850.0
2.0,0.45,100.0,heldout,1.0,16228.0,0.09904180653036314,163850.0
2.0,0.45,100.0,heldout,2.0,8878.0,0.05418370460787306,163850.0
2.0,0.45,100.0,heldout,3.0,4920.0,0.030027464144034177,163850.0
2.0,0.45,100.0,heldout,4.0,2700.0,0.01647848642050656,163850.0
2.0,0.45,100.0,heldout,5.0,1430.0,0.008727494659749771,163850.0
2.0,0.45,100.0,heldout,6.0,731.0,0.004461397619774184,163850.0
2.0,0.45,100.0,heldout,7.0,360.0,0.002197131522734208,163850.0
2.0,0.45,100.0,heldout,8.0,152.0,0.0009276777540433323,163850.0
2.0,0.45,100.0,heldout,9.0,58.0,0.00035398230088495576,163850.0
2.0,0.45,100.0,heldout,10.0,31.0,0.00018919743667989014,163850.0
2.0,0.45,100.0,heldout,11.0,8.0,4.8825144949649066e-05,163850.0
2.0,0.45,100.0,heldout,12.0,0.0,0.0,163850.0
2.0,0.45,100.0,heldout,13.0,2.0,1.2206286237412266e-05,163850.0
2.0,0.45,100.0,heldout,14.0,1.0,6.103143118706133e-06,163850.0
3.0,0.45,20.0,calibration,0.0,757366.0,0.9244626182483979,819250.0
3.0,0.45,20.0,calibration,1.0,46787.0,0.057109551418980775,819250.0
3.0,0.45,20.0,calibration,2.0,12389.0,0.015122368019530059,819250.0
3.0,0.45,20.0,calibration,3.0,2345.0,0.0028623741226731767,819250.0
3.0,0.45,20.0,calibration,4.0,330.0,0.00040280744583460484,819250.0
3.0,0.45,20.0,calibration,5.0,33.0,4.028074458346048e-05,819250.0
3.0,0.45,20.0,heldout,0.0,748110.0,0.9131644797070492,819250.0
3.0,0.45,20.0,heldout,1.0,53923.0,0.06581995727799816,819250.0
3.0,0.45,20.0,heldout,2.0,14119.0,0.01723405553860238,819250.0
3.0,0.45,20.0,heldout,3.0,2698.0,0.0032932560268538295,819250.0
3.0,0.45,20.0,heldout,4.0,350.0,0.00042722001830942935,819250.0
3.0,0.45,20.0,heldout,5.0,47.0,5.736954531583766e-05,819250.0
3.0,0.45,20.0,heldout,6.0,3.0,3.6618858712236804e-06,819250.0
3.0,0.45,50.0,calibration,0.0,279783.0,0.8537778455904791,327700.0
3.0,0.45,50.0,calibration,1.0,27306.0,0.08332621299969484,327700.0
3.0,0.45,50.0,calibration,2.0,12766.0,0.03895636252670125,327700.0
3.0,0.45,50.0,calibration,3.0,5202.0,0.015874275251754652,327700.0
3.0,0.45,50.0,calibration,4.0,1839.0,0.00561184009765029,327700.0
3.0,0.45,50.0,calibration,5.0,591.0,0.0018034787915776624,327700.0
3.0,0.45,50.0,calibration,6.0,169.0,0.0005157155935306683,327700.0
3.0,0.45,50.0,calibration,7.0,38.0,0.00011595971925541654,327700.0
3.0,0.45,50.0,calibration,8.0,4.0,1.2206286237412266e-05,327700.0
3.0,0.45,50.0,calibration,9.0,2.0,6.103143118706133e-06,327700.0
3.0,0.45,50.0,heldout,0.0,272408.0,0.8312725053402502,327700.0
3.0,0.45,50.0,heldout,1.0,31792.0,0.0970155630149527,327700.0
3.0,0.45,50.0,heldout,2.0,14666.0,0.04475434848947208,327700.0
3.0,0.45,50.0,heldout,3.0,5812.0,0.017735733902960023,327700.0
3.0,0.45,50.0,heldout,4.0,2073.0,0.006325907842538908,327700.0
3.0,0.45,50.0,heldout,5.0,692.0,0.002111687519072322,327700.0
3.0,0.45,50.0,heldout,6.0,211.0,0.000643881599023497,327700.0
3.0,0.45,50.0,heldout,7.0,39.0,0.00011901129081476961,327700.0
3.0,0.45,50.0,heldout,8.0,6.0,1.83094293561184e-05,327700.0
3.0,0.45,50.0,heldout,9.0,1.0,3.0515715593530666e-06,327700.0
3.0,0.45,100.0,calibration,0.0,126613.0,0.7727372596887397,163850.0
3.0,0.45,100.0,calibration,1.0,16686.0,0.10183704607873055,163850.0
3.0,0.45,100.0,calibration,2.0,9461.0,0.05774183704607873,163850.0
3.0,0.45,100.0,calibration,3.0,5239.0,0.031974366798901435,163850.0
3.0,0.45,100.0,calibration,4.0,2865.0,0.017485505035093073,163850.0
3.0,0.45,100.0,calibration,5.0,1584.0,0.009667378700030515,163850.0
3.0,0.45,100.0,calibration,6.0,815.0,0.004974061641745499,163850.0
3.0,0.45,100.0,calibration,7.0,348.0,0.0021238938053097347,163850.0
3.0,0.45,100.0,calibration,8.0,142.0,0.000866646322856271,163850.0
3.0,0.45,100.0,calibration,9.0,65.0,0.0003967043027158987,163850.0
3.0,0.45,100.0,calibration,10.0,23.0,0.00014037229173024108,163850.0
3.0,0.45,100.0,calibration,11.0,7.0,4.272200183094294e-05,163850.0
3.0,0.45,100.0,calibration,12.0,1.0,6.103143118706133e-06,163850.0
3.0,0.45,100.0,calibration,13.0,0.0,0.0,163850.0
3.0,0.45,100.0,calibration,14.0,1.0,6.103143118706133e-06,163850.0
3.0,0.45,100.0,heldout,0.0,120994.0,0.7384436985047299,163850.0
3.0,0.45,100.0,heldout,1.0,19243.0,0.11744278303326212,163850.0
3.0,0.45,100.0,heldout,2.0,10915.0,0.06661580714067745,163850.0
3.0,0.45,100.0,heldout,3.0,6031.0,0.03680805614891669,163850.0
3.0,0.45,100.0,heldout,4.0,3294.0,0.020103753433018005,163850.0
3.0,0.45,100.0,heldout,5.0,1780.0,0.010863594751296918,163850.0
3.0,0.45,100.0,heldout,6.0,902.0,0.005505035093072932,163850.0
3.0,0.45,100.0,heldout,7.0,421.0,0.002569423252975282,163850.0
3.0,0.45,100.0,heldout,8.0,172.0,0.001049740616417455,163850.0
3.0,0.45,100.0,heldout,9.0,60.0,0.000366188587122368,163850.0
3.0,0.45,100.0,heldout,10.0,30.0,0.000183094293561184,163850.0
3.0,0.45,100.0,heldout,11.0,7.0,4.272200183094294e-05,163850.0
3.0,0.45,100.0,heldout,12.0,0.0,0.0,163850.0
3.0,0.45,100.0,heldout,13.0,0.0,0.0,163850.0
3.0,0.45,100.0,heldout,14.0,1.0,6.103143118706133e-06,163850.0
