replicate,temperature,block_size,block_lag,lag_time,heldout_identity_correlation,hybrid_prediction,markov_hmm_prediction
3.0,0.58,50.0,1.0,50.0,0.039949307697670626,0.043400600395375494,0.047896248527839025
3.0,0.58,50.0,2.0,100.0,0.013819896487678238,0.012767471372627223,0.015531744945002268
3.0,0.58,50.0,3.0,150.0,0.004807169694059354,0.0037604722857304262,0.005036617865726768
3.0,0.58,50.0,4.0,200.0,-0.0015205734881045634,0.0011090244860413974,0.0016332691281748554
3.0,0.58,50.0,5.0,250.0,0.012110051126726093,0.00032751751396655556,0.000529634789885758
3.0,0.58,50.0,6.0,300.0,0.012714806146317849,9.686262785919149e-05,0.00017174941093192557
3.0,0.58,50.0,7.0,350.0,0.003396717996756565,2.869062123822843e-05,5.5694717791907346e-05
3.0,0.58,50.0,8.0,400.0,0.010705069721903123,8.511752488624816e-06,1.8060624331047442e-05
3.0,0.58,50.0,9.0,450.0,-0.004352911599150667,2.5294496422967785e-06,5.856680205220807e-06
3.0,0.58,50.0,10.0,500.0,-0.013020167598660435,7.529961920907706e-07,1.8991980785104972e-06
3.0,0.58,50.0,11.0,550.0,0.01516410480915565,2.2456884126792802e-07,6.158699493618633e-07
3.0,0.58,50.0,12.0,600.0,-0.008685727168563995,6.710033722231616e-08,1.997136574740313e-07
4.0,0.58,20.0,1.0,20.0,0.07670459593605282,0.060170878066881664,0.053222270799610054
4.0,0.58,20.0,2.0,40.0,0.04026183733543599,0.039261334831454,0.030713908651815943
4.0,0.58,20.0,3.0,60.0,0.020219238894335127,0.025620426469249672,0.01772461359688933
4.0,0.58,20.0,4.0,80.0,0.009430761181148014,0.016720481491149443,0.010228653432569854
4.0,0.58,20.0,5.0,100.0,0.003643064796332683,0.010913170155486871,0.005902828316775538
4.0,0.58,20.0,6.0,120.0,-0.0009682566415080923,0.007123467196485021,0.0034064485972688835
4.0,0.58,20.0,7.0,140.0,0.005917313479760636,0.004650171376237332,0.00196581899779424
4.0,0.58,20.0,8.0,160.0,0.0021598439007536195,0.0030358634181821523,0.0011344496245113056
4.0,0.58,20.0,9.0,180.0,0.0019418374927320685,0.0019821202199845687,0.0006546767286295951
4.0,0.58,20.0,10.0,200.0,0.002538051512112839,0.0012942287331380036,0.0003778057744906744
4.0,0.58,20.0,11.0,220.0,-2.0042756352103597e-05,0.0008451313130871207,0.00021802700019181003
4.0,0.58,20.0,12.0,240.0,0.004117841335042882,0.000551910076835115,0.00012582066242032225
4.0,0.58,20.0,13.0,260.0,0.0011767193376414468,0.00036044775829872314,7.260953495650286e-05
4.0,0.58,20.0,14.0,280.0,0.0024723112914190395,0.00023542096988204912,4.1902056984784e-05
4.0,0.58,20.0,15.0,300.0,0.0037302748988401542,0.00015377146081953672,2.4181154453170595e-05
4.0,0.58,20.0,16.0,320.0,0.002027659864311023,0.00010044610914773564,1.3954642630084387e-05
4.0,0.58,20.0,17.0,340.0,0.001893287834943271,6.561699172247282e-05,8.05305020943016e-06
4.0,0.58,20.0,18.0,360.0,0.008860412747945065,4.286712910650669e-05,4.6473148323978945e-06
4.0,0.58,20.0,19.0,380.0,-0.002464177200149958,2.800634706122589e-05,2.68190742510641e-06
4.0,0.58,20.0,20.0,400.0,0.0050321284951710555,1.8298338047620597e-05,1.5476953243405896e-06
4.0,0.58,20.0,21.0,420.0,0.006498604710702605,1.1956087845688116e-05,8.931556677019465e-07
4.0,0.58,20.0,22.0,440.0,-0.0019155038968773877,7.812463561764926e-06,5.154289957475894e-07
4.0,0.58,20.0,23.0,460.0,-0.004765244701494146,5.105139136059683e-06,2.97447644642864e-07
4.0,0.58,20.0,24.0,480.0,-0.002448412753043537,3.3361615487287996e-06,1.7165332574132988e-07
4.0,0.58,20.0,25.0,500.0,-0.0037954208725759987,2.1802472163080863e-06,9.905899330094423e-08
4.0,0.58,20.0,26.0,520.0,-0.0033394845109344247,1.4248950558975342e-06,5.716570949859471e-08
4.0,0.58,20.0,27.0,540.0,0.0032238259817817584,9.312747032681193e-07,3.2989617939581593e-08
4.0,0.58,20.0,28.0,560.0,0.0027037298867135587,6.086811621811162e-07,1.9037897042567398e-08
4.0,0.58,20.0,29.0,580.0,-0.01215348493984408,3.9784912619205724e-07,1.0986532928850079e-08
4.0,0.58,20.0,30.0,600.0,0.006293567495943488,2.600535786660135e-07,6.340191121257862e-09
4.0,0.58,50.0,1.0,50.0,0.07680942761048362,0.05406603690904598,0.05260989111422449
4.0,0.58,50.0,2.0,100.0,0.01054704781193319,0.018475929832685728,0.017475664081073414
4.0,0.58,50.0,3.0,150.0,0.0045770922550161615,0.006320054104219635,0.005804969913574803
4.0,0.58,50.0,4.0,200.0,0.007920847851329906,0.002163928997668948,0.001928262957057185
4.0,0.58,50.0,5.0,250.0,0.004130461958131331,0.0007415640269909237,0.0006405197764873834
4.0,0.58,50.0,6.0,300.0,0.007880021708391964,0.00025433976549994215,0.0002127643341225482
4.0,0.58,50.0,7.0,350.0,0.004162962786373291,8.730060401087977e-05,7.067488551698607e-05
4.0,0.58,50.0,8.0,400.0,0.010105629297242206,2.99872010822393e-05,2.347639449740715e-05
4.0,0.58,50.0,9.0,450.0,-0.0037164308614726547,1.030741140640773e-05,7.798259517030658e-06
4.0,0.58,50.0,10.0,500.0,-0.01730311235870723,3.54518221881824e-06,2.5903829270578877e-06
4.0,0.58,50.0,11.0,550.0,-0.0002633082989833831,1.2200680585827637e-06,8.60459144010122e-07
4.0,0.58,50.0,12.0,600.0,0.000860888793517763,4.2011516432580547e-07,2.8582258274515203e-07
5.0,0.58,20.0,1.0,20.0,0.0735626820870324,0.048893323754680806,0.048617856035119096
5.0,0.58,20.0,2.0,40.0,0.028954607942245313,0.03222630356128784,0.0318574255521862
5.0,0.58,20.0,3.0,60.0,0.0137088974017313,0.02124544059774204,0.020874955121015146
5.0,0.58,20.0,4.0,80.0,0.008785233523896735,0.014009328684810507,0.013678561395068293
5.0,0.58,20.0,5.0,100.0,0.008039576269281968,0.009239899746936687,0.008963039237880473
5.0,0.58,20.0,6.0,120.0,0.0069512204042478315,0.006095615427953835,0.005873137536872083
5.0,0.58,20.0,7.0,140.0,0.0031224004702436474,0.004022260872683193,0.003848442878754234
5.0,0.58,20.0,8.0,160.0,0.013638080370577378,0.0026547723304842816,0.0025217377420590696
5.0,0.58,20.0,9.0,180.0,0.010520070229191197,0.0017526318162939835,0.001652398499879431
5.0,0.58,20.0,10.0,200.0,0.007491401972391807,0.0011573439152453003,0.001082753672939173
5.0,0.58,20.0,11.0,220.0,0.003647016579937063,0.0007644418588253938,0.0007094871584238376
5.0,0.58,20.0,12.0,240.0,-0.003060325981854494,0.0005050550344012058,0.00046489985723337284
5.0,0.58,20.0,13.0,260.0,0.0062255621031721995,0.0003337698266180147,0.00030463113347359045
5.0,0.58,20.0,14.0,280.0,0.010470028864049281,0.0002206334944651971,0.0001996131554732231
5.0,0.58,20.0,15.0,300.0,0.010585022717160468,0.00014588601507570942,0.00013079888251616104
5.0,0.58,20.0,16.0,320.0,0.010731732456770718,9.648849609568279e-05,8.57075157542484e-05
5.0,0.58,20.0,17.0,340.0,0.004185721137226241,6.383499697391092e-05,5.6160864033812506e-05
5.0,0.58,20.0,18.0,360.0,0.009962161339944835,4.224402628903029e-05,3.680007081372014e-05
5.0,0.58,20.0,19.0,380.0,1.609428251204399e-05,2.796382694739836e-05,2.4113681924114847e-05
5.0,0.58,20.0,20.0,400.0,0.00789785469573522,1.851630728797063e-05,1.580077546265467e-05
5.0,0.58,20.0,21.0,420.0,0.012789752065516085,1.2264227680327862e-05,1.0353645121757754e-05
5.0,0.58,20.0,22.0,440.0,0.012898608596792961,8.125603061511474e-06,6.784348499898747e-06
5.0,0.58,20.0,23.0,460.0,0.007351017917723172,5.3852024896233465e-06,4.445524646325162e-06
5.0,0.58,20.0,24.0,480.0,0.0030205245265495836,3.5701043307315177e-06,2.9129826366348084e-06
5.0,0.58,20.0,25.0,500.0,0.009240836022167827,2.3675193941993734e-06,1.9087663473759584e-06
5.0,0.58,20.0,26.0,520.0,-0.0009282201968343753,1.570511832541031e-06,1.2507417390870354e-06
5.0,0.58,20.0,27.0,540.0,-0.008060242360586823,1.042137683091987e-06,8.195633268812761e-07
5.0,0.58,20.0,28.0,560.0,0.011510816111114942,6.917454655887424e-07,5.370285693503708e-07
5.0,0.58,20.0,29.0,580.0,-0.0041115087372846065,4.593100111315563e-07,3.51894325720951e-07
5.0,0.58,20.0,30.0,600.0,-0.0074236069418606495,3.050737397363344e-07,2.3058292154623384e-07
5.0,0.58,50.0,1.0,50.0,0.06493284596038125,0.045588475224248595,0.057701004996804764
5.0,0.58,50.0,2.0,100.0,0.016368835354070865,0.01580294405151414,0.025315973002326343
5.0,0.58,50.0,3.0,150.0,0.01891599251751705,0.005477986255667806,0.011107232691874367
5.0,0.58,50.0,4.0,200.0,0.016225236312410598,0.0018989077806935712,0.0048732323288583805
5.0,0.58,50.0,5.0,250.0,0.004406678458161011,0.0006582438493429562,0.0021381017207286845
5.0,0.58,50.0,6.0,300.0,0.024792004249418572,0.00022817588595038364,0.0009380794223808103
5.0,0.58,50.0,7.0,350.0,0.02141230119170317,7.909566489867212e-05,0.00041157677119047696
5.0,0.58,50.0,8.0,400.0,0.012042644968219204,2.741799020394037e-05,0.00018057686219537675
5.0,0.58,50.0,9.0,450.0,0.01802803730235296,9.504265344838015e-06,7.922702504810985e-05
5.0,0.58,50.0,10.0,500.0,0.016706036788643387,3.2945908534210126e-06,3.4760386362137866e-05
5.0,0.58,50.0,11.0,550.0,-0.003784193215747209,1.1420481749639524e-06,1.525091292158681e-05
5.0,0.58,50.0,12.0,600.0,-0.017930910507555863,3.9588346230736743e-07,6.691247402105071e-06
